,Subjs,Block,Trial,Cond,Tap,P1,P2,Asyns_c,Asyns_p1,Asyns_p2,Peak_interval,Effector,Period
0,1,0,0,M2,1,2.0,22.0,-128.0,-126.0,-106.0,20.0,M,666
1,1,0,0,M2,2,2.0,22.0,-183.0,-181.0,-161.0,20.0,M,666
2,1,0,0,M2,3,2.0,21.0,-89.0,-87.0,-68.0,19.0,M,666
3,1,0,0,M2,4,2.0,22.0,-121.0,-119.0,-99.0,20.0,M,666
4,1,0,0,M2,5,2.0,20.0,-73.0,-71.0,-53.0,18.0,M,666
5,1,0,0,M2,6,3.0,21.0,-52.0,-49.0,-31.0,18.0,M,666
6,1,0,0,M2,7,3.0,23.0,-6.0,-3.0,17.0,20.0,M,666
7,1,0,0,M2,8,2.0,23.0,-21.0,-19.0,2.0,21.0,M,666
8,1,0,0,M2,9,2.0,22.0,-22.0,-20.0,0.0,20.0,M,666
9,1,0,0,M2,10,3.0,23.0,-19.0,-16.0,4.0,20.0,M,666
10,1,0,0,M2,11,3.0,20.0,-5.0,-2.0,15.0,17.0,M,666
11,1,0,1,M1,3,2.0,21.0,-3.0,-1.0,18.0,19.0,M,444
12,1,0,2,M1,0,3.0,22.0,-25.0,-22.0,-3.0,19.0,M,444
13,1,0,2,M1,1,3.0,18.0,-25.0,-22.0,-7.0,15.0,M,444
14,1,0,2,M1,2,3.0,19.0,-12.0,-9.0,7.0,16.0,M,444
15,1,0,2,M1,3,3.0,19.0,-21.0,-18.0,-2.0,16.0,M,444
16,1,0,2,M1,4,3.0,19.0,8.0,11.0,27.0,16.0,M,444
17,1,0,2,M1,5,3.0,21.0,6.0,9.0,27.0,18.0,M,444
18,1,0,2,M1,6,2.0,19.0,-19.0,-17.0,0.0,17.0,M,444
19,1,0,2,M1,7,3.0,20.0,-27.0,-24.0,-7.0,17.0,M,444
20,1,0,2,M1,8,3.0,21.0,-68.0,-65.0,-47.0,18.0,M,444
21,1,0,5,M1,1,3.0,20.0,-8.0,-5.0,12.0,17.0,M,444
22,1,0,5,M1,2,3.0,23.0,-22.0,-19.0,1.0,20.0,M,444
23,1,0,5,M1,3,3.0,20.0,-8.0,-5.0,12.0,17.0,M,444
24,1,0,5,M1,4,3.0,21.0,-19.0,-16.0,2.0,18.0,M,444
25,1,0,8,M2,1,3.0,17.0,-53.0,-50.0,-36.0,14.0,M,666
26,1,0,8,M2,2,3.0,22.0,-12.0,-9.0,10.0,19.0,M,666
27,1,0,8,M2,5,3.0,23.0,-20.0,-17.0,3.0,20.0,M,666
28,1,0,8,M2,6,3.0,21.0,-87.0,-84.0,-66.0,18.0,M,666
29,1,0,8,M2,7,3.0,23.0,137.0,140.0,160.0,20.0,M,666
30,1,1,0,D1,0,2.0,25.0,-13.0,-11.0,12.0,23.0,D,444
31,1,1,0,D1,1,2.0,27.0,-15.0,-13.0,12.0,25.0,D,444
32,1,1,0,D1,2,3.0,26.0,-70.0,-67.0,-44.0,23.0,D,444
33,1,1,0,D1,8,3.0,46.0,-6.0,-3.0,40.0,43.0,D,444
34,1,1,0,D1,10,2.0,28.0,-12.0,-10.0,16.0,26.0,D,444
35,1,1,0,D1,11,2.0,27.0,-7.0,-5.0,20.0,25.0,D,444
36,1,1,0,D1,12,3.0,29.0,-16.0,-13.0,13.0,26.0,D,444
37,1,1,0,D1,15,3.0,31.0,-8.0,-5.0,23.0,28.0,D,444
38,1,1,1,D2,3,3.0,30.0,-56.0,-53.0,-26.0,27.0,D,666
39,1,1,1,D2,4,3.0,23.0,-96.0,-93.0,-73.0,20.0,D,666
40,1,1,1,D2,5,3.0,26.0,-116.0,-113.0,-90.0,23.0,D,666
41,1,1,1,D2,6,3.0,43.0,-103.0,-100.0,-60.0,40.0,D,666
42,1,1,2,D2,0,2.0,34.0,-79.0,-77.0,-45.0,32.0,D,666
43,1,1,4,D1,1,3.0,24.0,-50.0,-47.0,-26.0,21.0,D,444
44,1,1,4,D1,2,3.0,27.0,-57.0,-54.0,-30.0,24.0,D,444
45,1,1,4,D1,3,2.0,25.0,-56.0,-54.0,-31.0,23.0,D,444
46,1,1,4,D1,4,3.0,24.0,-32.0,-29.0,-8.0,21.0,D,444
47,1,1,4,D1,5,3.0,36.0,-21.0,-18.0,15.0,33.0,D,444
48,1,1,4,D1,6,3.0,22.0,-30.0,-27.0,-8.0,19.0,D,444
49,1,1,4,D1,7,3.0,25.0,-16.0,-13.0,9.0,22.0,D,444
50,1,1,4,D1,8,3.0,23.0,-29.0,-26.0,-6.0,20.0,D,444
51,1,1,4,D1,9,3.0,23.0,-64.0,-61.0,-41.0,20.0,D,444
52,1,1,4,D1,10,3.0,32.0,-77.0,-74.0,-45.0,29.0,D,444
53,1,1,4,D1,12,3.0,26.0,-48.0,-45.0,-22.0,23.0,D,444
54,1,1,4,D1,13,3.0,40.0,-36.0,-33.0,4.0,37.0,D,444
55,1,1,4,D1,14,3.0,25.0,-39.0,-36.0,-14.0,22.0,D,444
56,1,1,4,D1,15,3.0,23.0,-39.0,-36.0,-16.0,20.0,D,444
57,1,1,4,D1,17,4.0,39.0,-28.0,-24.0,11.0,35.0,D,444
58,1,1,4,D1,18,4.0,42.0,-42.0,-38.0,0.0,38.0,D,444
59,1,1,5,D1,1,3.0,40.0,-35.0,-32.0,5.0,37.0,D,444
60,1,1,5,D1,3,3.0,38.0,-24.0,-21.0,14.0,35.0,D,444
61,1,1,5,D1,5,3.0,37.0,-72.0,-69.0,-35.0,34.0,D,444
62,1,1,5,D1,13,3.0,41.0,-26.0,-23.0,15.0,38.0,D,444
63,1,1,6,D1,1,3.0,26.0,-63.0,-60.0,-37.0,23.0,D,444
64,1,1,6,D1,3,3.0,41.0,-59.0,-56.0,-18.0,38.0,D,444
65,1,1,6,D1,4,3.0,41.0,-53.0,-50.0,-12.0,38.0,D,444
66,1,1,6,D1,5,4.0,37.0,-46.0,-42.0,-9.0,33.0,D,444
67,1,1,6,D1,6,3.0,37.0,-35.0,-32.0,2.0,34.0,D,444
68,1,1,6,D1,7,3.0,34.0,-22.0,-19.0,12.0,31.0,D,444
69,1,1,6,D1,8,3.0,38.0,-16.0,-13.0,22.0,35.0,D,444
70,1,1,6,D1,9,3.0,37.0,-29.0,-26.0,8.0,34.0,D,444
71,1,1,6,D1,10,3.0,41.0,-17.0,-14.0,24.0,38.0,D,444
72,1,1,6,D1,11,3.0,37.0,-34.0,-31.0,3.0,34.0,D,444
73,1,1,6,D1,13,2.0,33.0,-14.0,-12.0,19.0,31.0,D,444
74,1,1,6,D1,14,3.0,39.0,-33.0,-30.0,6.0,36.0,D,444
75,1,1,6,D1,16,3.0,42.0,-53.0,-50.0,-11.0,39.0,D,444
76,1,1,7,D2,0,3.0,38.0,-3.0,0.0,35.0,35.0,D,666
77,1,1,7,D2,3,3.0,42.0,-70.0,-67.0,-28.0,39.0,D,666
78,1,1,7,D2,17,2.0,23.0,-23.0,-21.0,0.0,21.0,D,666
79,1,1,7,D2,18,3.0,29.0,209.0,212.0,238.0,26.0,D,666
80,1,1,8,D1,1,3.0,23.0,-5.0,-2.0,18.0,20.0,D,444
81,1,1,8,D1,2,3.0,25.0,2.0,5.0,27.0,22.0,D,444
82,1,1,8,D1,3,3.0,26.0,-34.0,-31.0,-8.0,23.0,D,444
83,1,1,8,D1,4,3.0,24.0,-66.0,-63.0,-42.0,21.0,D,444
84,1,1,8,D1,5,4.0,26.0,-33.0,-29.0,-7.0,22.0,D,444
85,1,1,8,D1,6,3.0,24.0,-9.0,-6.0,15.0,21.0,D,444
86,1,1,8,D1,7,3.0,32.0,-4.0,-1.0,28.0,29.0,D,444
87,1,1,8,D1,8,3.0,20.0,-18.0,-15.0,2.0,17.0,D,444
88,1,1,8,D1,9,4.0,24.0,-50.0,-46.0,-26.0,20.0,D,444
89,1,1,8,D1,10,3.0,34.0,-38.0,-35.0,-4.0,31.0,D,444
90,1,1,8,D1,11,3.0,26.0,-42.0,-39.0,-16.0,23.0,D,444
91,1,1,8,D1,12,3.0,34.0,-39.0,-36.0,-5.0,31.0,D,444
92,1,1,8,D1,14,3.0,39.0,-12.0,-9.0,27.0,36.0,D,444
93,1,2,1,D2,2,3.0,31.0,-7.0,-4.0,24.0,28.0,D,666
94,1,2,2,D1,1,3.0,25.0,-31.0,-28.0,-6.0,22.0,D,444
95,1,2,2,D1,2,3.0,25.0,-37.0,-34.0,-12.0,22.0,D,444
96,1,2,2,D1,3,2.0,27.0,-56.0,-54.0,-29.0,25.0,D,444
97,1,2,2,D1,4,2.0,41.0,-18.0,-16.0,23.0,39.0,D,444
98,1,2,2,D1,5,2.0,40.0,-65.0,-63.0,-25.0,38.0,D,444
99,1,2,3,D1,0,3.0,29.0,44.0,47.0,73.0,26.0,D,444
100,1,2,3,D1,1,3.0,44.0,2.0,5.0,46.0,41.0,D,444
101,1,2,3,D1,2,3.0,31.0,-39.0,-36.0,-8.0,28.0,D,444
102,1,2,3,D1,5,4.0,24.0,-41.0,-37.0,-17.0,20.0,D,444
103,1,2,3,D1,7,3.0,27.0,-12.0,-9.0,15.0,24.0,D,444
104,1,2,4,D2,16,2.0,24.0,44.0,46.0,68.0,22.0,D,666
105,1,2,6,D1,1,3.0,38.0,-23.0,-20.0,15.0,35.0,D,444
106,1,2,6,D1,2,4.0,37.0,-26.0,-22.0,11.0,33.0,D,444
107,1,2,6,D1,3,3.0,24.0,-73.0,-70.0,-49.0,21.0,D,444
108,1,2,7,D1,1,2.0,32.0,-17.0,-15.0,15.0,30.0,D,444
109,1,2,7,D1,2,3.0,43.0,-37.0,-34.0,6.0,40.0,D,444
110,1,2,7,D1,3,2.0,41.0,-52.0,-50.0,-11.0,39.0,D,444
111,1,2,8,D2,1,3.0,42.0,-24.0,-21.0,18.0,39.0,D,666
112,1,2,8,D2,14,2.0,43.0,-36.0,-34.0,7.0,41.0,D,666
113,1,2,8,D2,17,2.0,41.0,5.0,7.0,46.0,39.0,D,666
114,1,2,8,D2,18,2.0,46.0,-61.0,-59.0,-15.0,44.0,D,666
115,1,3,0,M1,0,3.0,27.0,11.0,14.0,38.0,24.0,M,444
116,1,3,0,M1,1,3.0,21.0,5.0,8.0,26.0,18.0,M,444
117,1,3,0,M1,2,3.0,22.0,14.0,17.0,36.0,19.0,M,444
118,1,3,0,M1,3,3.0,20.0,-6.0,-3.0,14.0,17.0,M,444
119,1,3,0,M1,4,3.0,21.0,-22.0,-19.0,-1.0,18.0,M,444
120,1,3,0,M1,5,2.0,18.0,-17.0,-15.0,1.0,16.0,M,444
121,1,3,0,M1,6,3.0,19.0,-2.0,1.0,17.0,16.0,M,444
122,1,3,0,M1,7,3.0,20.0,-10.0,-7.0,10.0,17.0,M,444
123,1,3,0,M1,8,3.0,21.0,-3.0,0.0,18.0,18.0,M,444
124,1,3,0,M1,9,3.0,22.0,-15.0,-12.0,7.0,19.0,M,444
125,1,3,0,M1,10,3.0,20.0,-17.0,-14.0,3.0,17.0,M,444
126,1,3,0,M1,11,3.0,22.0,-26.0,-23.0,-4.0,19.0,M,444
127,1,3,0,M1,12,3.0,22.0,-15.0,-12.0,7.0,19.0,M,444
128,1,3,0,M1,13,3.0,22.0,-21.0,-18.0,1.0,19.0,M,444
129,1,3,0,M1,14,3.0,20.0,2.0,5.0,22.0,17.0,M,444
130,1,3,0,M1,15,3.0,20.0,9.0,12.0,29.0,17.0,M,444
131,1,3,0,M1,16,3.0,20.0,1.0,4.0,21.0,17.0,M,444
132,1,3,0,M1,17,3.0,21.0,2.0,5.0,23.0,18.0,M,444
133,1,3,0,M1,18,4.0,22.0,-22.0,-18.0,0.0,18.0,M,444
134,1,3,1,M1,0,3.0,23.0,20.0,23.0,43.0,20.0,M,444
135,1,3,1,M1,1,3.0,21.0,26.0,29.0,47.0,18.0,M,444
136,1,3,1,M1,2,3.0,20.0,12.0,15.0,32.0,17.0,M,444
137,1,3,1,M1,4,4.0,21.0,-58.0,-54.0,-37.0,17.0,M,444
138,1,3,1,M1,5,3.0,20.0,-29.0,-26.0,-9.0,17.0,M,444
139,1,3,1,M1,6,3.0,20.0,4.0,7.0,24.0,17.0,M,444
140,1,3,1,M1,7,3.0,21.0,32.0,35.0,53.0,18.0,M,444
141,1,3,1,M1,8,3.0,20.0,-3.0,0.0,17.0,17.0,M,444
142,1,3,1,M1,9,3.0,21.0,25.0,28.0,46.0,18.0,M,444
143,1,3,1,M1,10,3.0,22.0,23.0,26.0,45.0,19.0,M,444
144,1,3,1,M1,11,4.0,22.0,-6.0,-2.0,16.0,18.0,M,444
145,1,3,1,M1,12,3.0,21.0,-0.0,3.0,21.0,18.0,M,444
146,1,3,1,M1,13,3.0,21.0,10.0,13.0,31.0,18.0,M,444
147,1,3,1,M1,14,4.0,21.0,40.0,44.0,61.0,17.0,M,444
148,1,3,1,M1,15,4.0,21.0,20.0,24.0,41.0,17.0,M,444
149,1,3,1,M1,16,3.0,23.0,-47.0,-44.0,-24.0,20.0,M,444
150,1,3,1,M1,17,3.0,21.0,27.0,30.0,48.0,18.0,M,444
151,1,3,1,M1,18,4.0,21.0,12.0,16.0,33.0,17.0,M,444
152,1,3,1,M1,19,3.0,20.0,-9.0,-6.0,11.0,17.0,M,444
153,1,3,2,M1,0,3.0,21.0,11.0,14.0,32.0,18.0,M,444
154,1,3,2,M1,1,3.0,20.0,23.0,26.0,43.0,17.0,M,444
155,1,3,2,M1,2,3.0,19.0,11.0,14.0,30.0,16.0,M,444
156,1,3,2,M1,3,3.0,19.0,-0.0,3.0,19.0,16.0,M,444
157,1,3,2,M1,4,4.0,20.0,-6.0,-2.0,14.0,16.0,M,444
158,1,3,2,M1,5,3.0,20.0,-31.0,-28.0,-11.0,17.0,M,444
159,1,3,2,M1,6,3.0,19.0,-13.0,-10.0,6.0,16.0,M,444
160,1,3,2,M1,7,2.0,26.0,-4.0,-2.0,22.0,24.0,M,444
161,1,3,2,M1,8,3.0,21.0,14.0,17.0,35.0,18.0,M,444
162,1,3,2,M1,9,3.0,20.0,-8.0,-5.0,12.0,17.0,M,444
163,1,3,2,M1,10,3.0,19.0,9.0,12.0,28.0,16.0,M,444
164,1,3,2,M1,11,2.0,23.0,-23.0,-21.0,0.0,21.0,M,444
165,1,3,2,M1,12,3.0,20.0,-17.0,-14.0,3.0,17.0,M,444
166,1,3,2,M1,13,3.0,19.0,-4.0,-1.0,15.0,16.0,M,444
167,1,3,2,M1,14,3.0,19.0,-13.0,-10.0,6.0,16.0,M,444
168,1,3,2,M1,15,3.0,19.0,-4.0,-1.0,15.0,16.0,M,444
169,1,3,2,M1,16,3.0,19.0,-9.0,-6.0,10.0,16.0,M,444
170,1,3,2,M1,17,3.0,19.0,-1.0,2.0,18.0,16.0,M,444
171,1,3,2,M1,18,3.0,19.0,-10.0,-7.0,9.0,16.0,M,444
172,1,3,2,M1,19,3.0,19.0,7.0,10.0,26.0,16.0,M,444
173,1,3,3,M2,1,3.0,21.0,-95.0,-92.0,-74.0,18.0,M,666
174,1,3,3,M2,2,3.0,19.0,-59.0,-56.0,-40.0,16.0,M,666
175,1,3,3,M2,3,3.0,30.0,1.0,4.0,31.0,27.0,M,666
176,1,3,3,M2,4,3.0,20.0,-4.0,-1.0,16.0,17.0,M,666
177,1,3,3,M2,5,3.0,19.0,-17.0,-14.0,2.0,16.0,M,666
178,1,3,3,M2,6,5.0,22.0,-28.0,-23.0,-6.0,17.0,M,666
179,1,3,3,M2,7,4.0,23.0,-4.0,0.0,19.0,19.0,M,666
180,1,3,3,M2,8,3.0,20.0,24.0,27.0,44.0,17.0,M,666
181,1,3,3,M2,9,4.0,22.0,-47.0,-43.0,-25.0,18.0,M,666
182,1,3,3,M2,10,4.0,23.0,-15.0,-11.0,8.0,19.0,M,666
183,1,3,3,M2,11,3.0,21.0,-2.0,1.0,19.0,18.0,M,666
184,1,3,3,M2,12,3.0,21.0,-43.0,-40.0,-22.0,18.0,M,666
185,1,3,3,M2,13,4.0,29.0,-45.0,-41.0,-16.0,25.0,M,666
186,1,3,3,M2,14,3.0,19.0,-18.0,-15.0,1.0,16.0,M,666
187,1,3,4,M1,1,3.0,19.0,-6.0,-3.0,13.0,16.0,M,444
188,1,3,4,M1,2,3.0,19.0,-28.0,-25.0,-9.0,16.0,M,444
189,1,3,4,M1,3,3.0,21.0,-34.0,-31.0,-13.0,18.0,M,444
190,1,3,4,M1,4,3.0,19.0,-58.0,-55.0,-39.0,16.0,M,444
191,1,3,4,M1,5,3.0,20.0,-31.0,-28.0,-11.0,17.0,M,444
192,1,3,4,M1,6,4.0,20.0,-5.0,-1.0,15.0,16.0,M,444
193,1,3,4,M1,7,4.0,20.0,-12.0,-8.0,8.0,16.0,M,444
194,1,3,4,M1,8,3.0,20.0,-4.0,-1.0,16.0,17.0,M,444
195,1,3,4,M1,9,4.0,20.0,-18.0,-14.0,2.0,16.0,M,444
196,1,3,4,M1,10,3.0,19.0,-46.0,-43.0,-27.0,16.0,M,444
197,1,3,4,M1,11,4.0,20.0,-0.0,4.0,20.0,16.0,M,444
198,1,3,4,M1,12,3.0,19.0,-11.0,-8.0,8.0,16.0,M,444
199,1,3,4,M1,13,4.0,20.0,-8.0,-4.0,12.0,16.0,M,444
200,1,3,4,M1,14,3.0,19.0,6.0,9.0,25.0,16.0,M,444
201,1,3,4,M1,15,3.0,22.0,-17.0,-14.0,5.0,19.0,M,444
202,1,3,4,M1,16,4.0,21.0,-22.0,-18.0,-1.0,17.0,M,444
203,1,3,4,M1,17,3.0,19.0,-37.0,-34.0,-18.0,16.0,M,444
204,1,3,4,M1,18,4.0,21.0,-26.0,-22.0,-5.0,17.0,M,444
205,1,3,5,M2,0,4.0,20.0,-35.0,-31.0,-15.0,16.0,M,666
206,1,3,5,M2,1,3.0,21.0,-10.0,-7.0,11.0,18.0,M,666
207,1,3,5,M2,2,3.0,21.0,10.0,13.0,31.0,18.0,M,666
208,1,3,5,M2,3,3.0,19.0,6.0,9.0,25.0,16.0,M,666
209,1,3,5,M2,4,3.0,19.0,-27.0,-24.0,-8.0,16.0,M,666
210,1,3,5,M2,5,3.0,19.0,-47.0,-44.0,-28.0,16.0,M,666
211,1,3,5,M2,6,3.0,19.0,-7.0,-4.0,12.0,16.0,M,666
212,1,3,5,M2,7,3.0,29.0,-2.0,1.0,27.0,26.0,M,666
213,1,3,5,M2,8,4.0,21.0,-10.0,-6.0,11.0,17.0,M,666
214,1,3,5,M2,9,3.0,19.0,-19.0,-16.0,0.0,16.0,M,666
215,1,3,5,M2,10,3.0,22.0,-30.0,-27.0,-8.0,19.0,M,666
216,1,3,6,M2,1,3.0,20.0,-64.0,-61.0,-44.0,17.0,M,666
217,1,3,6,M2,2,3.0,19.0,-29.0,-26.0,-10.0,16.0,M,666
218,1,3,6,M2,3,4.0,18.0,-66.0,-62.0,-48.0,14.0,M,666
219,1,3,6,M2,4,4.0,20.0,-39.0,-35.0,-19.0,16.0,M,666
220,1,3,6,M2,5,3.0,20.0,-38.0,-35.0,-18.0,17.0,M,666
221,1,3,6,M2,6,2.0,18.0,-49.0,-47.0,-31.0,16.0,M,666
222,1,3,6,M2,7,4.0,21.0,3.0,7.0,24.0,17.0,M,666
223,1,3,6,M2,8,4.0,21.0,20.0,24.0,41.0,17.0,M,666
224,1,3,6,M2,9,3.0,28.0,-48.0,-45.0,-20.0,25.0,M,666
225,1,3,6,M2,10,4.0,20.0,-29.0,-25.0,-9.0,16.0,M,666
226,1,3,6,M2,11,4.0,19.0,-31.0,-27.0,-12.0,15.0,M,666
227,1,3,6,M2,12,3.0,19.0,-37.0,-34.0,-18.0,16.0,M,666
228,1,3,6,M2,13,3.0,19.0,-22.0,-19.0,-3.0,16.0,M,666
229,1,3,7,M2,1,3.0,20.0,-37.0,-34.0,-17.0,17.0,M,666
230,1,3,7,M2,4,3.0,21.0,-12.0,-9.0,9.0,18.0,M,666
231,1,3,7,M2,5,3.0,20.0,-17.0,-14.0,3.0,17.0,M,666
232,1,3,7,M2,6,3.0,19.0,-19.0,-16.0,0.0,16.0,M,666
233,1,3,7,M2,7,4.0,19.0,21.0,25.0,40.0,15.0,M,666
234,1,3,7,M2,8,3.0,22.0,-96.0,-93.0,-74.0,19.0,M,666
235,1,3,7,M2,9,3.0,19.0,324.0,327.0,343.0,16.0,M,666
236,1,3,7,M2,10,3.0,19.0,206.0,209.0,225.0,16.0,M,666
237,1,3,8,M1,0,4.0,18.0,-19.0,-15.0,-1.0,14.0,M,444
238,1,3,8,M1,1,3.0,18.0,-11.0,-8.0,7.0,15.0,M,444
239,1,3,8,M1,2,3.0,19.0,-36.0,-33.0,-17.0,16.0,M,444
240,1,3,8,M1,3,3.0,19.0,-52.0,-49.0,-33.0,16.0,M,444
241,1,3,8,M1,4,4.0,20.0,-24.0,-20.0,-4.0,16.0,M,444
242,1,3,8,M1,5,3.0,27.0,-19.0,-16.0,8.0,24.0,M,444
243,1,3,8,M1,6,3.0,23.0,-15.0,-12.0,8.0,20.0,M,444
244,1,3,8,M1,7,3.0,19.0,-1.0,2.0,18.0,16.0,M,444
245,1,3,8,M1,8,2.0,17.0,-17.0,-15.0,0.0,15.0,M,444
246,1,3,8,M1,9,3.0,27.0,-43.0,-40.0,-16.0,24.0,M,444
247,1,3,8,M1,10,3.0,19.0,13.0,16.0,32.0,16.0,M,444
248,1,3,8,M1,11,3.0,27.0,-15.0,-12.0,12.0,24.0,M,444
249,1,3,8,M1,12,3.0,29.0,-12.0,-9.0,17.0,26.0,M,444
250,1,3,8,M1,13,3.0,26.0,-15.0,-12.0,11.0,23.0,M,444
251,1,3,8,M1,14,3.0,17.0,-18.0,-15.0,-1.0,14.0,M,444
252,1,3,8,M1,15,3.0,19.0,-42.0,-39.0,-23.0,16.0,M,444
253,1,3,8,M1,16,3.0,19.0,-19.0,-16.0,0.0,16.0,M,444
254,2,1,0,M2,0,4.0,17.0,-202.0,-198.0,-185.0,13.0,M,666
255,2,1,0,M2,1,3.0,17.0,-182.0,-179.0,-165.0,14.0,M,666
256,2,1,0,M2,2,3.0,16.0,-203.0,-200.0,-187.0,13.0,M,666
257,2,1,0,M2,3,3.0,17.0,-223.0,-220.0,-206.0,14.0,M,666
258,2,1,0,M2,4,3.0,17.0,-262.0,-259.0,-245.0,14.0,M,666
259,2,1,0,M2,5,3.0,16.0,-231.0,-228.0,-215.0,13.0,M,666
260,2,1,0,M2,6,4.0,17.0,-246.0,-242.0,-229.0,13.0,M,666
261,2,1,0,M2,7,3.0,17.0,-264.0,-261.0,-247.0,14.0,M,666
262,2,1,0,M2,8,3.0,17.0,-264.0,-261.0,-247.0,14.0,M,666
263,2,1,0,M2,9,3.0,17.0,-188.0,-185.0,-171.0,14.0,M,666
264,2,1,0,M2,10,3.0,16.0,-240.0,-237.0,-224.0,13.0,M,666
265,2,1,0,M2,11,4.0,17.0,-250.0,-246.0,-233.0,13.0,M,666
266,2,1,0,M2,12,2.0,15.0,-249.0,-247.0,-234.0,13.0,M,666
267,2,1,0,M2,13,3.0,16.0,-228.0,-225.0,-212.0,13.0,M,666
268,2,1,0,M2,14,3.0,17.0,-240.0,-237.0,-223.0,14.0,M,666
269,2,1,0,M2,15,3.0,16.0,-287.0,-284.0,-271.0,13.0,M,666
270,2,1,0,M2,16,3.0,16.0,-329.0,-326.0,-313.0,13.0,M,666
271,2,1,0,M2,17,4.0,16.0,-227.0,-223.0,-211.0,12.0,M,666
272,2,1,0,M2,18,4.0,17.0,-247.0,-243.0,-230.0,13.0,M,666
273,2,1,1,M1,0,3.0,16.0,-169.0,-166.0,-153.0,13.0,M,444
274,2,1,1,M1,1,3.0,16.0,-185.0,-182.0,-169.0,13.0,M,444
275,2,1,1,M1,2,3.0,15.0,-167.0,-164.0,-152.0,12.0,M,444
276,2,1,1,M1,5,2.0,15.0,182.0,184.0,197.0,13.0,M,444
277,2,1,1,M1,6,3.0,16.0,146.0,149.0,162.0,13.0,M,444
278,2,1,1,M1,7,3.0,16.0,132.0,135.0,148.0,13.0,M,444
279,2,1,1,M1,8,3.0,16.0,106.0,109.0,122.0,13.0,M,444
280,2,1,1,M1,9,3.0,15.0,38.0,41.0,53.0,12.0,M,444
281,2,1,1,M1,10,3.0,15.0,-41.0,-38.0,-26.0,12.0,M,444
282,2,1,1,M1,11,3.0,16.0,-50.0,-47.0,-34.0,13.0,M,444
283,2,1,1,M1,12,3.0,15.0,-105.0,-102.0,-90.0,12.0,M,444
284,2,1,1,M1,13,2.0,15.0,-107.0,-105.0,-92.0,13.0,M,444
285,2,1,1,M1,14,3.0,15.0,-137.0,-134.0,-122.0,12.0,M,444
286,2,1,1,M1,15,3.0,16.0,-120.0,-117.0,-104.0,13.0,M,444
287,2,1,1,M1,16,3.0,16.0,-145.0,-142.0,-129.0,13.0,M,444
288,2,1,1,M1,17,3.0,15.0,-198.0,-195.0,-183.0,12.0,M,444
289,2,1,1,M1,18,4.0,16.0,-198.0,-194.0,-182.0,12.0,M,444
290,2,1,1,M1,19,4.0,16.0,-218.0,-214.0,-202.0,12.0,M,444
291,2,1,2,M1,0,3.0,16.0,-125.0,-122.0,-109.0,13.0,M,444
292,2,1,2,M1,1,4.0,14.0,-149.0,-145.0,-135.0,10.0,M,444
293,2,1,2,M1,2,3.0,15.0,-187.0,-184.0,-172.0,12.0,M,444
294,2,1,2,M1,3,3.0,15.0,-188.0,-185.0,-173.0,12.0,M,444
295,2,1,2,M1,4,3.0,15.0,-202.0,-199.0,-187.0,12.0,M,444
296,2,1,2,M1,7,3.0,15.0,179.0,182.0,194.0,12.0,M,444
297,2,1,2,M1,8,3.0,16.0,172.0,175.0,188.0,13.0,M,444
298,2,1,2,M1,9,4.0,16.0,153.0,157.0,169.0,12.0,M,444
299,2,1,2,M1,10,3.0,16.0,170.0,173.0,186.0,13.0,M,444
300,2,1,2,M1,11,3.0,16.0,153.0,156.0,169.0,13.0,M,444
301,2,1,2,M1,12,3.0,15.0,158.0,161.0,173.0,12.0,M,444
302,2,1,2,M1,13,4.0,15.0,-187.0,-183.0,-172.0,11.0,M,444
303,2,1,2,M1,14,3.0,15.0,-174.0,-171.0,-159.0,12.0,M,444
304,2,1,2,M1,15,3.0,17.0,-156.0,-153.0,-139.0,14.0,M,444
305,2,1,2,M1,16,3.0,15.0,-149.0,-146.0,-134.0,12.0,M,444
306,2,1,2,M1,17,4.0,15.0,-163.0,-159.0,-148.0,11.0,M,444
307,2,1,3,M1,0,4.0,15.0,-84.0,-80.0,-69.0,11.0,M,444
308,2,1,3,M1,1,4.0,15.0,-19.0,-15.0,-4.0,11.0,M,444
309,2,1,3,M1,2,3.0,16.0,-80.0,-77.0,-64.0,13.0,M,444
310,2,1,3,M1,4,3.0,16.0,-134.0,-131.0,-118.0,13.0,M,444
311,2,1,3,M1,5,3.0,15.0,-148.0,-145.0,-133.0,12.0,M,444
312,2,1,3,M1,6,2.0,14.0,-158.0,-156.0,-144.0,12.0,M,444
313,2,1,3,M1,7,3.0,15.0,-192.0,-189.0,-177.0,12.0,M,444
314,2,1,3,M1,8,3.0,14.0,-194.0,-191.0,-180.0,11.0,M,444
315,2,1,3,M1,9,2.0,13.0,-215.0,-213.0,-202.0,11.0,M,444
316,2,1,3,M1,12,2.0,14.0,210.0,212.0,224.0,12.0,M,444
317,2,1,3,M1,13,3.0,15.0,199.0,202.0,214.0,12.0,M,444
318,2,1,3,M1,14,3.0,15.0,218.0,221.0,233.0,12.0,M,444
319,2,1,3,M1,15,3.0,15.0,211.0,214.0,226.0,12.0,M,444
320,2,1,4,M2,0,4.0,26.0,229.0,233.0,255.0,22.0,M,666
321,2,1,4,M2,2,2.0,14.0,260.0,262.0,274.0,12.0,M,666
322,2,1,4,M2,3,3.0,16.0,289.0,292.0,305.0,13.0,M,666
