,Subjs,Block,Trial,Cond,Tap,P1,P2,Asyns_c,Asyns_p1,Asyns_p2,Peak_interval,Effector,Period
3365,12,3,0,D2,0,2.0,25.0,56.0,58.0,81.0,23.0,D,666
3366,12,3,0,D2,1,2.0,27.0,-29.0,-27.0,-2.0,25.0,D,666
3367,12,3,0,D2,2,2.0,28.0,-34.0,-32.0,-6.0,26.0,D,666
3368,12,3,0,D2,3,3.0,30.0,-74.0,-71.0,-44.0,27.0,D,666
3369,12,3,0,D2,4,2.0,28.0,-64.0,-62.0,-36.0,26.0,D,666
3370,12,3,0,D2,5,2.0,29.0,-64.0,-62.0,-35.0,27.0,D,666
3371,12,3,0,D2,6,3.0,28.0,-72.0,-69.0,-44.0,25.0,D,666
3372,12,3,0,D2,7,3.0,30.0,-44.0,-41.0,-14.0,27.0,D,666
3373,12,3,0,D2,8,2.0,28.0,-27.0,-25.0,1.0,26.0,D,666
3374,12,3,0,D2,9,3.0,30.0,-12.0,-9.0,18.0,27.0,D,666
3375,12,3,0,D2,11,2.0,32.0,-61.0,-59.0,-29.0,30.0,D,666
3376,12,3,0,D2,12,2.0,29.0,-95.0,-93.0,-66.0,27.0,D,666
3377,12,3,0,D2,13,2.0,29.0,-91.0,-89.0,-62.0,27.0,D,666
3378,12,3,0,D2,14,2.0,30.0,-50.0,-48.0,-20.0,28.0,D,666
3379,12,3,0,D2,16,2.0,29.0,-44.0,-42.0,-15.0,27.0,D,666
3380,12,3,0,D2,17,2.0,29.0,-58.0,-56.0,-29.0,27.0,D,666
3381,12,3,1,D2,0,2.0,21.0,1.0,3.0,22.0,19.0,D,666
3382,12,3,1,D2,1,2.0,42.0,-12.0,-10.0,30.0,40.0,D,666
3383,12,3,1,D2,2,3.0,22.0,-16.0,-13.0,6.0,19.0,D,666
3384,12,3,1,D2,3,2.0,29.0,-5.0,-3.0,24.0,27.0,D,666
3385,12,3,1,D2,4,2.0,27.0,-9.0,-7.0,18.0,25.0,D,666
3386,12,3,1,D2,5,3.0,39.0,-73.0,-70.0,-34.0,36.0,D,666
3387,12,3,1,D2,6,2.0,37.0,-58.0,-56.0,-21.0,35.0,D,666
3388,12,3,1,D2,7,2.0,24.0,-42.0,-40.0,-18.0,22.0,D,666
3389,12,3,1,D2,8,2.0,36.0,-32.0,-30.0,4.0,34.0,D,666
3390,12,3,1,D2,9,2.0,20.0,-52.0,-50.0,-32.0,18.0,D,666
3391,12,3,1,D2,10,2.0,30.0,-71.0,-69.0,-41.0,28.0,D,666
3392,12,3,1,D2,11,3.0,36.0,-104.0,-101.0,-68.0,33.0,D,666
3393,12,3,1,D2,12,2.0,46.0,-106.0,-104.0,-60.0,44.0,D,666
3394,12,3,1,D2,17,2.0,22.0,-127.0,-125.0,-105.0,20.0,D,666
3395,12,3,1,D2,18,2.0,38.0,-87.0,-85.0,-49.0,36.0,D,666
3396,12,3,2,D2,1,2.0,43.0,-12.0,-10.0,31.0,41.0,D,666
3397,12,3,2,D2,2,2.0,24.0,-72.0,-70.0,-48.0,22.0,D,666
3398,12,3,2,D2,3,2.0,37.0,-37.0,-35.0,0.0,35.0,D,666
3399,12,3,2,D2,4,3.0,24.0,-20.0,-17.0,4.0,21.0,D,666
3400,12,3,2,D2,5,3.0,26.0,-18.0,-15.0,8.0,23.0,D,666
3401,12,3,2,D2,6,2.0,40.0,-17.0,-15.0,23.0,38.0,D,666
3402,12,3,2,D2,7,2.0,24.0,-63.0,-61.0,-39.0,22.0,D,666
3403,12,3,2,D2,8,2.0,23.0,-61.0,-59.0,-38.0,21.0,D,666
3404,12,3,2,D2,9,2.0,24.0,-69.0,-67.0,-45.0,22.0,D,666
3405,12,3,2,D2,10,2.0,22.0,-69.0,-67.0,-47.0,20.0,D,666
3406,12,3,2,D2,11,3.0,23.0,-74.0,-71.0,-51.0,20.0,D,666
3407,12,3,2,D2,12,2.0,30.0,-100.0,-98.0,-70.0,28.0,D,666
3408,12,3,2,D2,13,2.0,23.0,-34.0,-32.0,-11.0,21.0,D,666
3409,12,3,2,D2,14,2.0,22.0,-27.0,-25.0,-5.0,20.0,D,666
3410,12,3,2,D2,15,3.0,24.0,-39.0,-36.0,-15.0,21.0,D,666
3411,12,3,2,D2,16,3.0,37.0,-43.0,-40.0,-6.0,34.0,D,666
3412,12,3,2,D2,17,3.0,42.0,-41.0,-38.0,1.0,39.0,D,666
3413,12,3,2,D2,18,2.0,39.0,-58.0,-56.0,-19.0,37.0,D,666
3414,12,3,2,D2,19,2.0,26.0,-32.0,-30.0,-6.0,24.0,D,666
3415,12,3,3,D1,1,2.0,24.0,-79.0,-77.0,-55.0,22.0,D,444
3416,12,3,3,D1,2,2.0,26.0,-80.0,-78.0,-54.0,24.0,D,444
3417,12,3,3,D1,3,2.0,25.0,-38.0,-36.0,-13.0,23.0,D,444
3418,12,3,3,D1,4,2.0,21.0,-29.0,-27.0,-8.0,19.0,D,444
3419,12,3,3,D1,5,2.0,23.0,-39.0,-37.0,-16.0,21.0,D,444
3420,12,3,3,D1,6,2.0,24.0,-59.0,-57.0,-35.0,22.0,D,444
3421,12,3,3,D1,7,2.0,25.0,-74.0,-72.0,-49.0,23.0,D,444
3422,12,3,3,D1,8,3.0,27.0,-60.0,-57.0,-33.0,24.0,D,444
3423,12,3,3,D1,9,2.0,24.0,-32.0,-30.0,-8.0,22.0,D,444
3424,12,3,3,D1,10,2.0,23.0,-44.0,-42.0,-21.0,21.0,D,444
3425,12,3,3,D1,11,2.0,26.0,-17.0,-15.0,9.0,24.0,D,444
3426,12,3,3,D1,12,2.0,43.0,-21.0,-19.0,22.0,41.0,D,444
3427,12,3,3,D1,13,2.0,33.0,-12.0,-10.0,21.0,31.0,D,444
3428,12,3,3,D1,14,2.0,39.0,-15.0,-13.0,24.0,37.0,D,444
3429,12,3,3,D1,15,3.0,41.0,4.0,7.0,45.0,38.0,D,444
3430,12,3,3,D1,16,2.0,35.0,-25.0,-23.0,10.0,33.0,D,444
3431,12,3,3,D1,17,2.0,30.0,-42.0,-40.0,-12.0,28.0,D,444
3432,12,3,3,D1,18,3.0,20.0,-51.0,-48.0,-31.0,17.0,D,444
3433,12,3,3,D1,19,2.0,29.0,-33.0,-31.0,-4.0,27.0,D,444
3434,12,3,4,D1,1,3.0,22.0,-39.0,-36.0,-17.0,19.0,D,444
3435,12,3,4,D1,2,2.0,20.0,-55.0,-53.0,-35.0,18.0,D,444
3436,12,3,4,D1,3,2.0,20.0,-26.0,-24.0,-6.0,18.0,D,444
3437,12,3,4,D1,4,2.0,31.0,-41.0,-39.0,-10.0,29.0,D,444
3438,12,3,4,D1,5,3.0,31.0,-55.0,-52.0,-24.0,28.0,D,444
3439,12,3,4,D1,6,2.0,34.0,-56.0,-54.0,-22.0,32.0,D,444
3440,12,3,4,D1,7,3.0,22.0,-51.0,-48.0,-29.0,19.0,D,444
3441,12,3,4,D1,8,2.0,32.0,-65.0,-63.0,-33.0,30.0,D,444
3442,12,3,4,D1,9,3.0,31.0,-55.0,-52.0,-24.0,28.0,D,444
3443,12,3,4,D1,10,2.0,23.0,-48.0,-46.0,-25.0,21.0,D,444
3444,12,3,4,D1,11,2.0,23.0,-37.0,-35.0,-14.0,21.0,D,444
3445,12,3,4,D1,12,3.0,23.0,-25.0,-22.0,-2.0,20.0,D,444
3446,12,3,4,D1,13,2.0,25.0,-49.0,-47.0,-24.0,23.0,D,444
3447,12,3,4,D1,14,3.0,38.0,-94.0,-91.0,-56.0,35.0,D,444
3448,12,3,4,D1,15,2.0,22.0,-80.0,-78.0,-58.0,20.0,D,444
3449,12,3,4,D1,16,3.0,25.0,-88.0,-85.0,-63.0,22.0,D,444
3450,12,3,4,D1,17,2.0,23.0,-80.0,-78.0,-57.0,21.0,D,444
3451,12,3,4,D1,18,2.0,22.0,-72.0,-70.0,-50.0,20.0,D,444
3452,12,3,4,D1,19,2.0,24.0,-52.0,-50.0,-28.0,22.0,D,444
3453,12,3,5,D2,0,2.0,35.0,20.0,22.0,55.0,33.0,D,666
3454,12,3,5,D2,1,2.0,20.0,-24.0,-22.0,-4.0,18.0,D,666
3455,12,3,5,D2,2,3.0,42.0,-64.0,-61.0,-22.0,39.0,D,666
3456,12,3,5,D2,3,2.0,37.0,-29.0,-27.0,8.0,35.0,D,666
3457,12,3,5,D2,4,2.0,40.0,-1.0,1.0,39.0,38.0,D,666
3458,12,3,5,D2,5,2.0,31.0,-15.0,-13.0,16.0,29.0,D,666
3459,12,3,5,D2,6,3.0,23.0,-36.0,-33.0,-13.0,20.0,D,666
3460,12,3,5,D2,7,3.0,36.0,-51.0,-48.0,-15.0,33.0,D,666
3461,12,3,5,D2,8,2.0,20.0,-41.0,-39.0,-21.0,18.0,D,666
3462,12,3,5,D2,9,2.0,34.0,-96.0,-94.0,-62.0,32.0,D,666
3463,12,3,5,D2,10,2.0,31.0,-81.0,-79.0,-50.0,29.0,D,666
3464,12,3,5,D2,11,2.0,21.0,-89.0,-87.0,-68.0,19.0,D,666
3465,12,3,5,D2,12,2.0,21.0,-52.0,-50.0,-31.0,19.0,D,666
3466,12,3,5,D2,13,2.0,22.0,-25.0,-23.0,-3.0,20.0,D,666
3467,12,3,5,D2,14,3.0,37.0,-74.0,-71.0,-37.0,34.0,D,666
3468,12,3,5,D2,15,2.0,35.0,-105.0,-103.0,-70.0,33.0,D,666
3469,12,3,5,D2,16,3.0,23.0,-49.0,-46.0,-26.0,20.0,D,666
3470,12,3,5,D2,17,2.0,27.0,-52.0,-50.0,-25.0,25.0,D,666
3471,12,3,5,D2,18,2.0,34.0,-101.0,-99.0,-67.0,32.0,D,666
3472,12,3,5,D2,19,2.0,26.0,-117.0,-115.0,-91.0,24.0,D,666
3473,12,3,6,D1,0,2.0,36.0,-58.0,-56.0,-22.0,34.0,D,444
3474,12,3,6,D1,2,2.0,40.0,-83.0,-81.0,-43.0,38.0,D,444
3475,12,3,6,D1,3,2.0,37.0,-54.0,-52.0,-17.0,35.0,D,444
3476,12,3,6,D1,4,2.0,41.0,-73.0,-71.0,-32.0,39.0,D,444
3477,12,3,6,D1,5,3.0,41.0,-102.0,-99.0,-61.0,38.0,D,444
3478,12,3,6,D1,6,2.0,31.0,-46.0,-44.0,-15.0,29.0,D,444
3479,12,3,6,D1,7,3.0,37.0,-33.0,-30.0,4.0,34.0,D,444
3480,12,3,6,D1,8,2.0,30.0,-19.0,-17.0,11.0,28.0,D,444
3481,12,3,6,D1,9,2.0,31.0,-21.0,-19.0,10.0,29.0,D,444
3482,12,3,6,D1,10,2.0,38.0,-46.0,-44.0,-8.0,36.0,D,444
3483,12,3,6,D1,11,3.0,32.0,-43.0,-40.0,-11.0,29.0,D,444
3484,12,3,6,D1,12,2.0,29.0,-21.0,-19.0,8.0,27.0,D,444
3485,12,3,6,D1,13,2.0,38.0,-30.0,-28.0,8.0,36.0,D,444
3486,12,3,6,D1,14,2.0,38.0,-44.0,-42.0,-6.0,36.0,D,444
3487,12,3,6,D1,16,3.0,42.0,-16.0,-13.0,26.0,39.0,D,444
3488,12,3,6,D1,17,2.0,39.0,-2.0,0.0,37.0,37.0,D,444
3489,12,3,6,D1,18,3.0,43.0,-30.0,-27.0,13.0,40.0,D,444
3490,12,3,7,D1,2,2.0,36.0,-22.0,-20.0,14.0,34.0,D,444
3491,12,3,7,D1,3,2.0,32.0,-31.0,-29.0,1.0,30.0,D,444
3492,12,3,7,D1,4,2.0,36.0,-10.0,-8.0,26.0,34.0,D,444
3493,12,3,7,D1,5,2.0,30.0,-41.0,-39.0,-11.0,28.0,D,444
3494,12,3,7,D1,6,2.0,35.0,-8.0,-6.0,27.0,33.0,D,444
3495,12,3,7,D1,7,2.0,21.0,-21.0,-19.0,0.0,19.0,D,444
3496,12,3,7,D1,8,2.0,31.0,4.0,6.0,35.0,29.0,D,444
3497,12,3,7,D1,9,2.0,42.0,-9.0,-7.0,33.0,40.0,D,444
3498,12,3,7,D1,10,2.0,37.0,-19.0,-17.0,18.0,35.0,D,444
3499,12,3,7,D1,11,2.0,31.0,-27.0,-25.0,4.0,29.0,D,444
3500,12,3,7,D1,12,2.0,41.0,-52.0,-50.0,-11.0,39.0,D,444
3501,12,3,7,D1,13,2.0,45.0,-5.0,-3.0,40.0,43.0,D,444
3502,12,3,7,D1,14,2.0,44.0,-37.0,-35.0,7.0,42.0,D,444
3503,12,3,7,D1,15,2.0,34.0,-41.0,-39.0,-7.0,32.0,D,444
3504,12,3,7,D1,16,2.0,38.0,-20.0,-18.0,18.0,36.0,D,444
3505,12,3,7,D1,17,2.0,34.0,-43.0,-41.0,-9.0,32.0,D,444
3506,12,3,8,D2,1,2.0,44.0,-29.0,-27.0,15.0,42.0,D,666
3507,12,3,8,D2,2,1.0,41.0,-60.0,-59.0,-19.0,40.0,D,666
3508,12,3,8,D2,3,2.0,37.0,-21.0,-19.0,16.0,35.0,D,666
3509,12,3,8,D2,4,2.0,37.0,-14.0,-12.0,23.0,35.0,D,666
3510,12,3,8,D2,5,2.0,35.0,-22.0,-20.0,13.0,33.0,D,666
3511,12,3,8,D2,6,2.0,32.0,-0.0,2.0,32.0,30.0,D,666
3512,12,3,8,D2,7,1.0,41.0,-21.0,-20.0,20.0,40.0,D,666
3513,12,3,8,D2,8,2.0,39.0,-45.0,-43.0,-6.0,37.0,D,666
3514,12,3,8,D2,9,2.0,40.0,-31.0,-29.0,9.0,38.0,D,666
3515,12,3,8,D2,10,2.0,42.0,1.0,3.0,43.0,40.0,D,666
3516,12,3,8,D2,11,2.0,39.0,-18.0,-16.0,21.0,37.0,D,666
3517,12,3,8,D2,12,2.0,39.0,-93.0,-91.0,-54.0,37.0,D,666
3518,12,3,8,D2,13,2.0,34.0,-31.0,-29.0,3.0,32.0,D,666
3519,12,3,8,D2,14,2.0,38.0,-19.0,-17.0,19.0,36.0,D,666
3520,12,3,8,D2,18,2.0,41.0,-37.0,-35.0,4.0,39.0,D,666
3521,13,0,0,M2,0,3.0,17.0,-30.0,-27.0,-13.0,14.0,M,666
3522,13,0,0,M2,1,3.0,18.0,-17.0,-14.0,1.0,15.0,M,666
3523,13,0,0,M2,2,3.0,19.0,-21.0,-18.0,-2.0,16.0,M,666
3524,13,0,0,M2,3,3.0,21.0,-39.0,-36.0,-18.0,18.0,M,666
3525,13,0,0,M2,4,3.0,20.0,-75.0,-72.0,-55.0,17.0,M,666
3526,13,0,0,M2,5,4.0,20.0,-84.0,-80.0,-64.0,16.0,M,666
3527,13,0,0,M2,6,2.0,18.0,-103.0,-101.0,-85.0,16.0,M,666
3528,13,0,0,M2,7,3.0,20.0,-88.0,-85.0,-68.0,17.0,M,666
3529,13,0,0,M2,8,3.0,19.0,-89.0,-86.0,-70.0,16.0,M,666
3530,13,0,0,M2,9,4.0,20.0,-109.0,-105.0,-89.0,16.0,M,666
3531,13,0,0,M2,10,2.0,18.0,-104.0,-102.0,-86.0,16.0,M,666
3532,13,0,0,M2,11,2.0,19.0,-88.0,-86.0,-69.0,17.0,M,666
3533,13,0,0,M2,12,2.0,18.0,-79.0,-77.0,-61.0,16.0,M,666
3534,13,0,0,M2,14,3.0,18.0,-63.0,-60.0,-45.0,15.0,M,666
3535,13,0,0,M2,15,3.0,19.0,-92.0,-89.0,-73.0,16.0,M,666
3536,13,0,0,M2,16,3.0,18.0,-122.0,-119.0,-104.0,15.0,M,666
3537,13,0,0,M2,17,3.0,17.0,-142.0,-139.0,-125.0,14.0,M,666
3538,13,0,0,M2,18,3.0,18.0,-141.0,-138.0,-123.0,15.0,M,666
3539,13,0,1,M1,0,2.0,18.0,-78.0,-76.0,-60.0,16.0,M,444
3540,13,0,1,M1,1,3.0,18.0,-88.0,-85.0,-70.0,15.0,M,444
3541,13,0,1,M1,2,3.0,17.0,-71.0,-68.0,-54.0,14.0,M,444
3542,13,0,1,M1,3,3.0,19.0,-105.0,-102.0,-86.0,16.0,M,444
3543,13,0,1,M1,6,3.0,17.0,-54.0,-51.0,-37.0,14.0,M,444
3544,13,0,1,M1,7,2.0,16.0,-70.0,-68.0,-54.0,14.0,M,444
3545,13,0,1,M1,8,3.0,16.0,-106.0,-103.0,-90.0,13.0,M,444
3546,13,0,1,M1,9,2.0,17.0,-97.0,-95.0,-80.0,15.0,M,444
3547,13,0,1,M1,10,3.0,17.0,-131.0,-128.0,-114.0,14.0,M,444
3548,13,0,1,M1,11,2.0,16.0,-147.0,-145.0,-131.0,14.0,M,444
3549,13,0,1,M1,12,3.0,17.0,-113.0,-110.0,-96.0,14.0,M,444
3550,13,0,1,M1,14,3.0,15.0,-102.0,-99.0,-87.0,12.0,M,444
3551,13,0,1,M1,15,3.0,17.0,-116.0,-113.0,-99.0,14.0,M,444
3552,13,0,1,M1,17,3.0,16.0,-97.0,-94.0,-81.0,13.0,M,444
3553,13,0,2,M1,0,3.0,20.0,-92.0,-89.0,-72.0,17.0,M,444
3554,13,0,2,M1,1,3.0,20.0,-85.0,-82.0,-65.0,17.0,M,444
3555,13,0,2,M1,2,3.0,19.0,-127.0,-124.0,-108.0,16.0,M,444
3556,13,0,2,M1,3,3.0,16.0,-102.0,-99.0,-86.0,13.0,M,444
3557,13,0,2,M1,4,3.0,17.0,-105.0,-102.0,-88.0,14.0,M,444
3558,13,0,2,M1,5,3.0,17.0,-113.0,-110.0,-96.0,14.0,M,444
3559,13,0,2,M1,6,2.0,17.0,-120.0,-118.0,-103.0,15.0,M,444
3560,13,0,2,M1,7,3.0,20.0,-100.0,-97.0,-80.0,17.0,M,444
3561,13,0,2,M1,8,3.0,19.0,-120.0,-117.0,-101.0,16.0,M,444
3562,13,0,2,M1,9,2.0,19.0,-118.0,-116.0,-99.0,17.0,M,444
3563,13,0,2,M1,12,3.0,18.0,-106.0,-103.0,-88.0,15.0,M,444
3564,13,0,2,M1,13,2.0,18.0,-126.0,-124.0,-108.0,16.0,M,444
3565,13,0,2,M1,14,3.0,18.0,-131.0,-128.0,-113.0,15.0,M,444
3566,13,0,3,M1,0,2.0,19.0,-97.0,-95.0,-78.0,17.0,M,444
3567,13,0,3,M1,2,2.0,18.0,-92.0,-90.0,-74.0,16.0,M,444
3568,13,0,3,M1,6,3.0,18.0,-113.0,-110.0,-95.0,15.0,M,444
3569,13,0,3,M1,7,3.0,19.0,-110.0,-107.0,-91.0,16.0,M,444
3570,13,0,3,M1,8,3.0,18.0,-109.0,-106.0,-91.0,15.0,M,444
3571,13,0,3,M1,9,2.0,17.0,-133.0,-131.0,-116.0,15.0,M,444
3572,13,0,3,M1,11,3.0,19.0,-133.0,-130.0,-114.0,16.0,M,444
3573,13,0,3,M1,12,3.0,17.0,-117.0,-114.0,-100.0,14.0,M,444
3574,13,0,3,M1,13,3.0,18.0,-117.0,-114.0,-99.0,15.0,M,444
3575,13,0,3,M1,14,3.0,19.0,-66.0,-63.0,-47.0,16.0,M,444
3576,13,0,3,M1,15,2.0,18.0,-91.0,-89.0,-73.0,16.0,M,444
3577,13,0,3,M1,16,3.0,19.0,-80.0,-77.0,-61.0,16.0,M,444
3578,13,0,4,M2,0,3.0,16.0,-92.0,-89.0,-76.0,13.0,M,666
3579,13,0,4,M2,1,3.0,16.0,-122.0,-119.0,-106.0,13.0,M,666
3580,13,0,4,M2,2,3.0,16.0,-98.0,-95.0,-82.0,13.0,M,666
3581,13,0,4,M2,3,2.0,16.0,-101.0,-99.0,-85.0,14.0,M,666
3582,13,0,4,M2,4,2.0,16.0,-128.0,-126.0,-112.0,14.0,M,666
3583,13,0,4,M2,5,3.0,15.0,-147.0,-144.0,-132.0,12.0,M,666
3584,13,0,4,M2,6,3.0,16.0,-155.0,-152.0,-139.0,13.0,M,666
3585,13,0,4,M2,7,2.0,15.0,-144.0,-142.0,-129.0,13.0,M,666
3586,13,0,4,M2,8,3.0,16.0,-183.0,-180.0,-167.0,13.0,M,666
3587,13,0,4,M2,9,3.0,16.0,-171.0,-168.0,-155.0,13.0,M,666
3588,13,0,4,M2,10,3.0,16.0,-220.0,-217.0,-204.0,13.0,M,666
3589,13,0,4,M2,11,3.0,21.0,-135.0,-132.0,-114.0,18.0,M,666
3590,13,0,4,M2,12,3.0,16.0,-142.0,-139.0,-126.0,13.0,M,666
3591,13,0,4,M2,13,3.0,16.0,-181.0,-178.0,-165.0,13.0,M,666
3592,13,0,4,M2,14,3.0,20.0,-195.0,-192.0,-175.0,17.0,M,666
3593,13,0,4,M2,15,3.0,15.0,-161.0,-158.0,-146.0,12.0,M,666
3594,13,0,5,M2,0,2.0,17.0,-93.0,-91.0,-76.0,15.0,M,666
3595,13,0,5,M2,1,2.0,15.0,-102.0,-100.0,-87.0,13.0,M,666
3596,13,0,5,M2,2,2.0,20.0,-124.0,-122.0,-104.0,18.0,M,666
3597,13,0,5,M2,3,2.0,17.0,-118.0,-116.0,-101.0,15.0,M,666
3598,13,0,5,M2,4,3.0,17.0,-138.0,-135.0,-121.0,14.0,M,666
3599,13,0,5,M2,5,2.0,15.0,-129.0,-127.0,-114.0,13.0,M,666
3600,13,0,5,M2,6,3.0,16.0,-119.0,-116.0,-103.0,13.0,M,666
3601,13,0,5,M2,7,2.0,16.0,-117.0,-115.0,-101.0,14.0,M,666
3602,13,0,5,M2,8,3.0,16.0,-122.0,-119.0,-106.0,13.0,M,666
3603,13,0,5,M2,9,2.0,15.0,-113.0,-111.0,-98.0,13.0,M,666
3604,13,0,5,M2,10,2.0,15.0,-139.0,-137.0,-124.0,13.0,M,666
3605,13,0,5,M2,11,2.0,17.0,-153.0,-151.0,-136.0,15.0,M,666
3606,13,0,5,M2,12,3.0,14.0,-112.0,-109.0,-98.0,11.0,M,666
3607,13,0,5,M2,13,2.0,14.0,-129.0,-127.0,-115.0,12.0,M,666
3608,13,0,5,M2,14,2.0,16.0,-129.0,-127.0,-113.0,14.0,M,666
3609,13,0,5,M2,15,2.0,16.0,-126.0,-124.0,-110.0,14.0,M,666
3610,13,0,5,M2,16,3.0,15.0,-131.0,-128.0,-116.0,12.0,M,666
3611,13,0,5,M2,17,3.0,15.0,-124.0,-121.0,-109.0,12.0,M,666
3612,13,0,5,M2,18,2.0,15.0,-177.0,-175.0,-162.0,13.0,M,666
3613,13,0,6,M1,0,3.0,16.0,-53.0,-50.0,-37.0,13.0,M,444
3614,13,0,6,M1,1,2.0,14.0,-54.0,-52.0,-40.0,12.0,M,444
3615,13,0,6,M1,2,2.0,15.0,-75.0,-73.0,-60.0,13.0,M,444
3616,13,0,6,M1,3,2.0,14.0,-106.0,-104.0,-92.0,12.0,M,444
3617,13,0,6,M1,4,2.0,15.0,-101.0,-99.0,-86.0,13.0,M,444
3618,13,0,6,M1,5,3.0,18.0,-100.0,-97.0,-82.0,15.0,M,444
3619,13,0,6,M1,6,2.0,16.0,-93.0,-91.0,-77.0,14.0,M,444
3620,13,0,6,M1,7,2.0,15.0,-102.0,-100.0,-87.0,13.0,M,444
3621,13,0,6,M1,8,2.0,17.0,-107.0,-105.0,-90.0,15.0,M,444
3622,13,0,6,M1,9,3.0,15.0,-123.0,-120.0,-108.0,12.0,M,444
3623,13,0,6,M1,10,3.0,16.0,-120.0,-117.0,-104.0,13.0,M,444
3624,13,0,6,M1,11,3.0,16.0,-108.0,-105.0,-92.0,13.0,M,444
3625,13,0,6,M1,12,2.0,16.0,-101.0,-99.0,-85.0,14.0,M,444
3626,13,0,6,M1,13,2.0,16.0,-96.0,-94.0,-80.0,14.0,M,444
3627,13,0,6,M1,14,2.0,16.0,-117.0,-115.0,-101.0,14.0,M,444
3628,13,0,6,M1,15,2.0,14.0,-114.0,-112.0,-100.0,12.0,M,444
3629,13,0,6,M1,17,3.0,17.0,-125.0,-122.0,-108.0,14.0,M,444
3630,13,0,6,M1,18,3.0,17.0,-111.0,-108.0,-94.0,14.0,M,444
3631,13,0,7,M2,0,3.0,16.0,-143.0,-140.0,-127.0,13.0,M,666
3632,13,0,7,M2,1,2.0,16.0,-166.0,-164.0,-150.0,14.0,M,666
3633,13,0,7,M2,3,2.0,15.0,-157.0,-155.0,-142.0,13.0,M,666
3634,13,0,7,M2,4,3.0,16.0,-144.0,-141.0,-128.0,13.0,M,666
3635,13,0,7,M2,5,2.0,15.0,-123.0,-121.0,-108.0,13.0,M,666
3636,13,0,7,M2,6,3.0,16.0,-119.0,-116.0,-103.0,13.0,M,666
3637,13,0,7,M2,7,2.0,16.0,-102.0,-100.0,-86.0,14.0,M,666
3638,13,0,7,M2,8,2.0,16.0,-110.0,-108.0,-94.0,14.0,M,666
3639,13,0,7,M2,9,3.0,17.0,-146.0,-143.0,-129.0,14.0,M,666
3640,13,0,7,M2,11,3.0,17.0,-136.0,-133.0,-119.0,14.0,M,666
3641,13,0,7,M2,13,3.0,16.0,-118.0,-115.0,-102.0,13.0,M,666
3642,13,0,7,M2,14,2.0,15.0,-137.0,-135.0,-122.0,13.0,M,666
3643,13,0,7,M2,15,3.0,16.0,-128.0,-125.0,-112.0,13.0,M,666
3644,13,0,7,M2,16,3.0,16.0,-130.0,-127.0,-114.0,13.0,M,666
3645,13,0,7,M2,17,3.0,15.0,-118.0,-115.0,-103.0,12.0,M,666
3646,13,0,8,M2,0,3.0,16.0,-68.0,-65.0,-52.0,13.0,M,666
3647,13,0,8,M2,2,3.0,16.0,-74.0,-71.0,-58.0,13.0,M,666
3648,13,0,8,M2,3,3.0,16.0,-103.0,-100.0,-87.0,13.0,M,666
3649,13,0,8,M2,5,2.0,16.0,-112.0,-110.0,-96.0,14.0,M,666
3650,13,0,8,M2,6,3.0,15.0,-126.0,-123.0,-111.0,12.0,M,666
3651,13,0,8,M2,7,2.0,16.0,-129.0,-127.0,-113.0,14.0,M,666
3652,13,0,8,M2,8,3.0,15.0,-127.0,-124.0,-112.0,12.0,M,666
3653,13,0,8,M2,9,3.0,16.0,-103.0,-100.0,-87.0,13.0,M,666
3654,13,0,8,M2,10,2.0,15.0,-107.0,-105.0,-92.0,13.0,M,666
3655,13,0,8,M2,11,3.0,17.0,-122.0,-119.0,-105.0,14.0,M,666
3656,13,0,8,M2,12,3.0,16.0,-143.0,-140.0,-127.0,13.0,M,666
3657,13,0,8,M2,15,3.0,17.0,-124.0,-121.0,-107.0,14.0,M,666
3658,13,0,8,M2,17,3.0,16.0,-111.0,-108.0,-95.0,13.0,M,666
3659,13,0,8,M2,18,3.0,18.0,-124.0,-121.0,-106.0,15.0,M,666
3660,13,1,0,D1,0,3.0,22.0,-61.0,-58.0,-39.0,19.0,D,444
3661,13,1,0,D1,1,3.0,22.0,-55.0,-52.0,-33.0,19.0,D,444
3662,13,1,0,D1,2,3.0,23.0,-49.0,-46.0,-26.0,20.0,D,444
3663,13,1,0,D1,3,3.0,23.0,-53.0,-50.0,-30.0,20.0,D,444
3664,13,1,0,D1,4,3.0,24.0,-52.0,-49.0,-28.0,21.0,D,444
3665,13,1,0,D1,5,3.0,23.0,-66.0,-63.0,-43.0,20.0,D,444
3666,13,1,0,D1,6,3.0,23.0,-61.0,-58.0,-38.0,20.0,D,444
3667,13,1,0,D1,7,4.0,24.0,-83.0,-79.0,-59.0,20.0,D,444
3668,13,1,0,D1,8,3.0,25.0,-81.0,-78.0,-56.0,22.0,D,444
3669,13,1,0,D1,9,3.0,24.0,-105.0,-102.0,-81.0,21.0,D,444
3670,13,1,0,D1,10,2.0,23.0,-106.0,-104.0,-83.0,21.0,D,444
3671,13,1,0,D1,11,3.0,24.0,-108.0,-105.0,-84.0,21.0,D,444
3672,13,1,0,D1,12,3.0,23.0,-102.0,-99.0,-79.0,20.0,D,444
3673,13,1,0,D1,13,3.0,24.0,-89.0,-86.0,-65.0,21.0,D,444
3674,13,1,0,D1,14,3.0,23.0,-82.0,-79.0,-59.0,20.0,D,444
3675,13,1,0,D1,16,3.0,27.0,-93.0,-90.0,-66.0,24.0,D,444
