,Subjs,Block,Trial,Cond,tap,p1,p2,Asyns_c,Asyns_p1,Asyns_p2
1142,1,0,8,M2,15,3.0,23.0,-13.0,-10.0,10.0
1143,1,0,8,M2,16,3.0,21.0,-7.0,-4.0,14.0
1144,1,0,8,M2,17,3.0,22.0,21.0,24.0,43.0
1145,1,0,8,M2,18,3.0,21.0,15.0,18.0,36.0
1146,1,0,8,M2,19,3.0,22.0,8.0,11.0,30.0
1147,1,0,9,M1,0,3.0,22.0,12.0,15.0,34.0
1148,1,0,9,M1,1,3.0,22.0,17.0,20.0,39.0
1149,1,0,9,M1,2,3.0,23.0,-3.0,0.0,20.0
1150,1,0,9,M1,3,3.0,22.0,7.0,10.0,29.0
1151,1,0,9,M1,4,3.0,20.0,9.0,12.0,29.0
1152,1,0,9,M1,5,3.0,22.0,3.0,6.0,25.0
1153,1,0,9,M1,6,3.0,24.0,18.0,21.0,42.0
1154,1,0,9,M1,7,5.0,14.0,-8.0,-3.0,6.0
1155,1,0,9,M1,8,3.0,26.0,-19.0,-16.0,7.0
1156,1,0,9,M1,9,2.0,26.0,21.0,23.0,47.0
1157,1,0,9,M1,10,2.0,14.0,14.0,16.0,28.0
1158,1,0,9,M1,11,3.0,25.0,10.0,13.0,35.0
1159,1,0,9,M1,12,3.0,24.0,30.0,33.0,54.0
1160,1,0,9,M1,13,3.0,15.0,73.0,76.0,88.0
1161,1,0,9,M1,14,3.0,23.0,32.0,35.0,55.0
1162,1,0,9,M1,15,2.0,23.0,32.0,34.0,55.0
1163,1,0,9,M1,16,3.0,23.0,18.0,21.0,41.0
1164,1,0,9,M1,17,3.0,25.0,34.0,37.0,59.0
1165,1,0,9,M1,18,2.0,22.0,22.0,24.0,44.0
1166,1,0,9,M1,19,3.0,23.0,28.0,31.0,51.0
1167,1,0,10,M1,0,2.0,27.0,22.0,24.0,49.0
1168,1,0,10,M1,1,2.0,26.0,22.0,24.0,48.0
1169,1,0,10,M1,2,3.0,22.0,45.0,48.0,67.0
1170,1,0,10,M1,3,3.0,23.0,-81.0,-78.0,-58.0
1171,1,0,10,M1,4,3.0,23.0,-19.0,-16.0,4.0
1172,1,0,10,M1,5,3.0,24.0,-9.0,-6.0,15.0
1173,1,0,10,M1,6,3.0,20.0,11.0,14.0,31.0
1174,1,0,10,M1,7,5.0,22.0,-49.0,-44.0,-27.0
1175,1,0,10,M1,8,3.0,23.0,-50.0,-47.0,-27.0
1176,1,0,10,M1,9,2.0,25.0,-65.0,-63.0,-40.0
1177,1,0,10,M1,10,3.0,24.0,-33.0,-30.0,-9.0
1178,1,0,10,M1,11,2.0,25.0,-3.0,-1.0,22.0
1179,1,0,10,M1,12,3.0,24.0,6.0,9.0,30.0
1180,1,0,10,M1,13,2.0,24.0,26.0,28.0,50.0
1181,1,0,10,M1,14,2.0,17.0,43.0,45.0,60.0
1182,1,0,10,M1,15,3.0,24.0,25.0,28.0,49.0
1183,1,0,10,M1,16,2.0,23.0,57.0,59.0,80.0
1184,1,0,11,M2,0,18.0,26.0,29.0,47.0,55.0
1185,1,0,11,M2,1,2.0,22.0,3.0,5.0,25.0
1186,1,0,11,M2,2,3.0,24.0,-4.0,-1.0,20.0
1187,1,0,11,M2,3,3.0,27.0,-13.0,-10.0,14.0
1188,1,0,11,M2,5,2.0,28.0,45.0,47.0,73.0
1189,1,0,11,M2,6,3.0,24.0,23.0,26.0,47.0
1190,1,0,11,M2,7,3.0,23.0,18.0,21.0,41.0
1191,1,0,11,M2,8,3.0,22.0,-9.0,-6.0,13.0
1192,1,0,11,M2,9,3.0,22.0,-41.0,-38.0,-19.0
1193,1,0,11,M2,10,3.0,25.0,3.0,6.0,28.0
1194,1,0,11,M2,11,2.0,26.0,-2.0,0.0,24.0
1195,1,0,11,M2,12,2.0,23.0,18.0,20.0,41.0
1196,1,0,11,M2,13,2.0,23.0,1.0,3.0,24.0
1197,1,0,11,M2,14,3.0,22.0,-8.0,-5.0,14.0
1198,1,0,11,M2,15,3.0,22.0,-4.0,-1.0,18.0
1199,1,0,11,M2,16,3.0,23.0,-21.0,-18.0,2.0
1200,1,0,11,M2,17,3.0,24.0,-25.0,-22.0,-1.0
1201,1,0,12,M2,0,11.0,25.0,-16.0,-5.0,9.0
1202,1,0,12,M2,1,2.0,24.0,21.0,23.0,45.0
1203,1,0,12,M2,2,2.0,24.0,12.0,14.0,36.0
1204,1,0,12,M2,3,3.0,22.0,-4.0,-1.0,18.0
1205,1,0,12,M2,4,2.0,20.0,-5.0,-3.0,15.0
1206,1,0,12,M2,5,2.0,21.0,3.0,5.0,24.0
1207,1,0,12,M2,6,3.0,23.0,11.0,14.0,34.0
1208,1,0,12,M2,7,3.0,22.0,20.0,23.0,42.0
1209,1,0,12,M2,8,3.0,20.0,35.0,38.0,55.0
1210,1,0,12,M2,9,3.0,20.0,30.0,33.0,50.0
1211,1,0,12,M2,10,2.0,20.0,4.0,6.0,24.0
1212,1,0,12,M2,11,3.0,19.0,-5.0,-2.0,14.0
1213,1,0,12,M2,12,3.0,20.0,24.0,27.0,44.0
1214,1,0,12,M2,13,2.0,22.0,24.0,26.0,46.0
1215,1,0,12,M2,14,2.0,21.0,23.0,25.0,44.0
1216,1,0,12,M2,15,3.0,23.0,46.0,49.0,69.0
1217,1,0,12,M2,16,3.0,22.0,26.0,29.0,48.0
1218,1,0,12,M2,17,2.0,21.0,-4.0,-2.0,17.0
1219,1,0,12,M2,18,2.0,23.0,-3.0,-1.0,20.0
1220,1,0,12,M2,19,3.0,22.0,20.0,23.0,42.0
1221,1,1,0,D1,0,2.0,17.0,2.0,4.0,19.0
1222,1,1,0,D1,1,2.0,15.0,59.0,61.0,74.0
1223,1,1,0,D1,2,2.0,14.0,20.0,22.0,34.0
1224,1,1,0,D1,3,2.0,16.0,9.0,11.0,25.0
1225,1,1,0,D1,4,3.0,16.0,-28.0,-25.0,-12.0
1226,1,1,0,D1,5,2.0,14.0,-14.0,-12.0,0.0
1227,1,1,0,D1,6,2.0,15.0,-33.0,-31.0,-18.0
1228,1,1,0,D1,7,2.0,15.0,-39.0,-37.0,-24.0
1229,1,1,0,D1,8,3.0,15.0,-63.0,-60.0,-48.0
1230,1,1,0,D1,9,2.0,15.0,-39.0,-37.0,-24.0
1231,1,1,0,D1,10,2.0,14.0,-4.0,-2.0,10.0
1232,1,1,0,D1,11,3.0,15.0,16.0,19.0,31.0
1233,1,1,0,D1,12,2.0,13.0,-12.0,-10.0,1.0
1234,1,1,0,D1,13,2.0,15.0,-32.0,-30.0,-17.0
1235,1,1,0,D1,14,2.0,12.0,-21.0,-19.0,-9.0
1236,1,1,0,D1,15,3.0,16.0,-11.0,-8.0,5.0
1237,1,1,0,D1,16,3.0,17.0,-69.0,-66.0,-52.0
1238,1,1,0,D1,17,3.0,15.0,-51.0,-48.0,-36.0
1239,1,1,0,D1,18,2.0,14.0,-15.0,-13.0,-1.0
1240,1,1,0,D1,19,2.0,15.0,-6.0,-4.0,9.0
1241,1,1,1,D1,0,2.0,8.0,14.0,16.0,22.0
1242,1,1,1,D1,1,2.0,15.0,34.0,36.0,49.0
1243,1,1,1,D1,2,2.0,15.0,36.0,38.0,51.0
1244,1,1,1,D1,3,2.0,14.0,32.0,34.0,46.0
1245,1,1,1,D1,4,2.0,15.0,33.0,35.0,48.0
1246,1,1,1,D1,5,2.0,13.0,14.0,16.0,27.0
1247,1,1,1,D1,6,2.0,7.0,25.0,27.0,32.0
1248,1,1,1,D1,7,2.0,14.0,16.0,18.0,30.0
1249,1,1,1,D1,8,2.0,15.0,11.0,13.0,26.0
1250,1,1,1,D1,9,2.0,14.0,9.0,11.0,23.0
1251,1,1,1,D1,10,2.0,13.0,18.0,20.0,31.0
1252,1,1,1,D1,11,2.0,13.0,20.0,22.0,33.0
1253,1,1,1,D1,12,2.0,12.0,4.0,6.0,16.0
1254,1,1,1,D1,13,3.0,14.0,5.0,8.0,19.0
1255,1,1,1,D1,14,3.0,14.0,18.0,21.0,32.0
1256,1,1,1,D1,15,3.0,15.0,25.0,28.0,40.0
1257,1,1,1,D1,16,2.0,15.0,1.0,3.0,16.0
1258,1,1,1,D1,17,2.0,15.0,12.0,14.0,27.0
1259,1,1,1,D1,18,3.0,14.0,4.0,7.0,18.0
1260,1,1,1,D1,19,3.0,16.0,-27.0,-24.0,-11.0
1261,1,1,2,D2,0,2.0,14.0,16.0,18.0,30.0
1262,1,1,2,D2,1,2.0,15.0,4.0,6.0,19.0
1263,1,1,2,D2,2,2.0,15.0,5.0,7.0,20.0
1264,1,1,2,D2,3,2.0,15.0,1.0,3.0,16.0
1265,1,1,2,D2,4,3.0,14.0,30.0,33.0,44.0
1266,1,1,2,D2,5,3.0,14.0,10.0,13.0,24.0
1267,1,1,2,D2,6,3.0,15.0,-6.0,-3.0,9.0
1268,1,1,2,D2,7,3.0,14.0,-3.0,0.0,11.0
1269,1,1,2,D2,8,2.0,14.0,-12.0,-10.0,2.0
1270,1,1,2,D2,9,2.0,15.0,-2.0,0.0,13.0
1271,1,1,2,D2,10,2.0,13.0,13.0,15.0,26.0
1272,1,1,2,D2,11,3.0,15.0,22.0,25.0,37.0
1273,1,1,2,D2,12,2.0,15.0,7.0,9.0,22.0
1274,1,1,2,D2,13,2.0,14.0,-1.0,1.0,13.0
1275,1,1,2,D2,14,2.0,16.0,-5.0,-3.0,11.0
1276,1,1,2,D2,15,2.0,17.0,-31.0,-29.0,-14.0
1277,1,1,2,D2,16,2.0,16.0,-9.0,-7.0,7.0
1278,1,1,2,D2,17,3.0,17.0,4.0,7.0,21.0
1279,1,1,2,D2,18,2.0,16.0,-14.0,-12.0,2.0
1280,1,1,3,D1,0,1.0,12.0,-2.0,-1.0,10.0
1281,1,1,3,D1,1,3.0,15.0,-26.0,-23.0,-11.0
1282,1,1,3,D1,2,4.0,13.0,-26.0,-22.0,-13.0
1283,1,1,3,D1,3,3.0,16.0,-43.0,-40.0,-27.0
1284,1,1,3,D1,4,2.0,15.0,-35.0,-33.0,-20.0
1285,1,1,3,D1,5,3.0,15.0,-43.0,-40.0,-28.0
1286,1,1,3,D1,6,3.0,15.0,-55.0,-52.0,-40.0
1287,1,1,3,D1,7,2.0,13.0,-31.0,-29.0,-18.0
1288,1,1,3,D1,8,3.0,15.0,-39.0,-36.0,-24.0
1289,1,1,3,D1,9,3.0,13.0,-35.0,-32.0,-22.0
1290,1,1,3,D1,10,3.0,14.0,-20.0,-17.0,-6.0
1291,1,1,3,D1,11,3.0,14.0,-0.0,3.0,14.0
1292,1,1,3,D1,12,2.0,14.0,21.0,23.0,35.0
1293,1,1,3,D1,13,3.0,14.0,13.0,16.0,27.0
1294,1,1,3,D1,14,3.0,15.0,-9.0,-6.0,6.0
1295,1,1,3,D1,15,3.0,16.0,-52.0,-49.0,-36.0
1296,1,1,3,D1,16,3.0,15.0,-26.0,-23.0,-11.0
1297,1,1,3,D1,17,3.0,15.0,3.0,6.0,18.0
1298,1,1,3,D1,18,3.0,14.0,16.0,19.0,30.0
1299,1,1,4,D2,0,3.0,15.0,9.0,12.0,24.0
1300,1,1,4,D2,1,3.0,14.0,9.0,12.0,23.0
1301,1,1,4,D2,2,4.0,15.0,-10.0,-6.0,5.0
1302,1,1,4,D2,3,3.0,15.0,-36.0,-33.0,-21.0
1303,1,1,4,D2,4,3.0,17.0,-1.0,2.0,16.0
1304,1,1,4,D2,5,3.0,15.0,48.0,51.0,63.0
1305,1,1,4,D2,6,3.0,15.0,38.0,41.0,53.0
1306,1,1,4,D2,7,3.0,13.0,24.0,27.0,37.0
1307,1,1,4,D2,8,3.0,16.0,-5.0,-2.0,11.0
1308,1,1,4,D2,9,2.0,15.0,8.0,10.0,23.0
1309,1,1,4,D2,10,3.0,16.0,-13.0,-10.0,3.0
1310,1,1,4,D2,11,3.0,17.0,-22.0,-19.0,-5.0
1311,1,1,4,D2,12,3.0,17.0,-23.0,-20.0,-6.0
1312,1,1,4,D2,14,2.0,15.0,-58.0,-56.0,-43.0
1313,1,1,4,D2,15,3.0,16.0,-28.0,-25.0,-12.0
1314,1,1,4,D2,16,2.0,15.0,-32.0,-30.0,-17.0
1315,1,1,4,D2,17,3.0,14.0,-13.0,-10.0,1.0
1316,1,1,5,D1,0,2.0,14.0,22.0,24.0,36.0
1317,1,1,5,D1,1,3.0,15.0,15.0,18.0,30.0
1318,1,1,5,D1,2,3.0,16.0,16.0,19.0,32.0
1319,1,1,5,D1,3,2.0,14.0,23.0,25.0,37.0
1320,1,1,5,D1,4,2.0,14.0,22.0,24.0,36.0
1321,1,1,5,D1,5,3.0,16.0,18.0,21.0,34.0
1322,1,1,5,D1,6,3.0,16.0,4.0,7.0,20.0
1323,1,1,5,D1,7,3.0,15.0,-5.0,-2.0,10.0
1324,1,1,5,D1,8,3.0,15.0,9.0,12.0,24.0
1325,1,1,5,D1,9,2.0,15.0,25.0,27.0,40.0
1326,1,1,5,D1,10,2.0,15.0,37.0,39.0,52.0
1327,1,1,5,D1,11,2.0,14.0,14.0,16.0,28.0
1328,1,1,5,D1,12,2.0,15.0,15.0,17.0,30.0
1329,1,1,5,D1,13,2.0,14.0,-16.0,-14.0,-2.0
1330,1,1,5,D1,14,2.0,15.0,-2.0,0.0,13.0
1331,1,1,5,D1,15,3.0,15.0,-0.0,3.0,15.0
1332,1,1,5,D1,16,2.0,15.0,-11.0,-9.0,4.0
1333,1,1,5,D1,17,3.0,14.0,-20.0,-17.0,-6.0
1334,1,1,5,D1,18,3.0,15.0,3.0,6.0,18.0
1335,1,1,5,D1,19,2.0,15.0,9.0,11.0,24.0
1336,1,1,6,D1,0,3.0,14.0,17.0,20.0,31.0
1337,1,1,6,D1,1,3.0,15.0,-32.0,-29.0,-17.0
1338,1,1,6,D1,2,2.0,12.0,-10.0,-8.0,2.0
1339,1,1,6,D1,3,2.0,11.0,15.0,17.0,26.0
1340,1,1,6,D1,4,3.0,15.0,11.0,14.0,26.0
1341,1,1,6,D1,5,3.0,15.0,19.0,22.0,34.0
1342,1,1,6,D1,6,2.0,15.0,-1.0,1.0,14.0
1343,1,1,6,D1,7,2.0,15.0,-15.0,-13.0,0.0
1344,1,1,6,D1,8,2.0,15.0,-23.0,-21.0,-8.0
1345,1,1,6,D1,9,3.0,14.0,5.0,8.0,19.0
1346,1,1,6,D1,10,3.0,15.0,19.0,22.0,34.0
1347,1,1,6,D1,11,2.0,15.0,3.0,5.0,18.0
1348,1,1,6,D1,12,2.0,13.0,17.0,19.0,30.0
1349,1,1,6,D1,13,2.0,15.0,6.0,8.0,21.0
1350,1,1,6,D1,14,3.0,14.0,31.0,34.0,45.0
1351,1,1,6,D1,15,3.0,15.0,-7.0,-4.0,8.0
1352,1,1,6,D1,16,3.0,15.0,3.0,6.0,18.0
1353,1,1,6,D1,17,3.0,12.0,16.0,19.0,28.0
1354,1,1,6,D1,18,3.0,14.0,-1.0,2.0,13.0
1355,1,1,6,D1,19,3.0,15.0,-18.0,-15.0,-3.0
1356,1,1,7,D1,0,2.0,17.0,10.0,12.0,27.0
1357,1,1,7,D1,1,2.0,16.0,3.0,5.0,19.0
1358,1,1,7,D1,2,3.0,16.0,-9.0,-6.0,7.0
1359,1,1,7,D1,3,2.0,15.0,21.0,23.0,36.0
1360,1,1,7,D1,4,3.0,17.0,20.0,23.0,37.0
1361,1,1,7,D1,5,2.0,17.0,14.0,16.0,31.0
1362,1,1,7,D1,6,2.0,17.0,-2.0,0.0,15.0
1363,1,1,7,D1,7,3.0,16.0,5.0,8.0,21.0
1364,1,1,7,D1,8,2.0,16.0,40.0,42.0,56.0
1365,1,1,7,D1,9,2.0,15.0,14.0,16.0,29.0
1366,1,1,7,D1,10,2.0,12.0,24.0,26.0,36.0
1367,1,1,7,D1,11,2.0,15.0,26.0,28.0,41.0
1368,1,1,7,D1,12,3.0,16.0,-0.0,3.0,16.0
1369,1,1,7,D1,13,3.0,16.0,19.0,22.0,35.0
1370,1,1,7,D1,14,3.0,17.0,-3.0,0.0,14.0
1371,1,1,7,D1,15,3.0,14.0,-2.0,1.0,12.0
1372,1,1,7,D1,16,3.0,17.0,33.0,36.0,50.0
1373,1,1,7,D1,17,2.0,15.0,11.0,13.0,26.0
1374,1,1,7,D1,18,3.0,15.0,4.0,7.0,19.0
1375,1,1,7,D1,19,3.0,16.0,17.0,20.0,33.0
1376,1,1,8,D2,0,3.0,15.0,-2.0,1.0,13.0
1377,1,1,8,D2,1,3.0,17.0,10.0,13.0,27.0
1378,1,1,8,D2,2,3.0,13.0,31.0,34.0,44.0
1379,1,1,8,D2,3,3.0,17.0,21.0,24.0,38.0
1380,1,1,8,D2,4,3.0,15.0,7.0,10.0,22.0
1381,1,1,8,D2,5,3.0,15.0,-22.0,-19.0,-7.0
1382,1,1,8,D2,6,3.0,14.0,9.0,12.0,23.0
1383,1,1,8,D2,7,3.0,15.0,-0.0,3.0,15.0
1384,1,1,8,D2,8,3.0,13.0,-15.0,-12.0,-2.0
1385,1,1,8,D2,9,3.0,13.0,-25.0,-22.0,-12.0
1386,1,1,8,D2,10,2.0,13.0,4.0,6.0,17.0
1387,1,1,8,D2,11,3.0,16.0,4.0,7.0,20.0
1388,1,1,8,D2,12,3.0,15.0,-27.0,-24.0,-12.0
1389,1,1,8,D2,13,3.0,14.0,-12.0,-9.0,2.0
1390,1,1,8,D2,14,2.0,14.0,-30.0,-28.0,-16.0
1391,1,1,8,D2,15,3.0,15.0,-16.0,-13.0,-1.0
1392,1,1,8,D2,16,2.0,14.0,15.0,17.0,29.0
1393,1,1,8,D2,17,2.0,12.0,16.0,18.0,28.0
1394,1,1,8,D2,18,3.0,13.0,-15.0,-12.0,-2.0
1395,1,1,9,D2,0,2.0,15.0,20.0,22.0,35.0
1396,1,1,9,D2,1,2.0,16.0,8.0,10.0,24.0
1397,1,1,9,D2,2,3.0,15.0,-9.0,-6.0,6.0
1398,1,1,9,D2,3,3.0,16.0,-9.0,-6.0,7.0
1399,1,1,9,D2,4,3.0,20.0,-27.0,-24.0,-7.0
1400,1,1,9,D2,5,4.0,13.0,-22.0,-18.0,-9.0
1401,1,1,9,D2,6,3.0,13.0,-10.0,-7.0,3.0
1402,1,1,9,D2,7,2.0,13.0,-6.0,-4.0,7.0
1403,1,1,9,D2,8,3.0,14.0,-13.0,-10.0,1.0
1404,1,1,9,D2,9,3.0,14.0,-26.0,-23.0,-12.0
1405,1,1,9,D2,10,3.0,14.0,-42.0,-39.0,-28.0
1406,1,1,9,D2,11,3.0,13.0,-33.0,-30.0,-20.0
1407,1,1,9,D2,12,3.0,14.0,-22.0,-19.0,-8.0
1408,1,1,9,D2,13,3.0,14.0,-15.0,-12.0,-1.0
1409,1,1,9,D2,14,3.0,12.0,-9.0,-6.0,3.0
1410,1,1,9,D2,15,3.0,10.0,7.0,10.0,17.0
1411,1,1,9,D2,16,3.0,13.0,5.0,8.0,18.0
1412,1,1,9,D2,17,3.0,14.0,18.0,21.0,32.0
1413,1,1,9,D2,18,3.0,13.0,21.0,24.0,34.0
1414,1,1,9,D2,19,3.0,13.0,15.0,18.0,28.0
1415,1,1,10,D2,0,3.0,14.0,14.0,17.0,28.0
1416,1,1,10,D2,1,3.0,15.0,-1.0,2.0,14.0
1417,1,1,10,D2,2,3.0,15.0,-5.0,-2.0,10.0
1418,1,1,10,D2,3,3.0,15.0,-25.0,-22.0,-10.0
1419,1,1,10,D2,4,3.0,13.0,7.0,10.0,20.0
1420,1,1,10,D2,5,3.0,15.0,-7.0,-4.0,8.0
1421,1,1,10,D2,6,3.0,13.0,-32.0,-29.0,-19.0
1422,1,1,10,D2,7,3.0,14.0,-26.0,-23.0,-12.0
1423,1,1,10,D2,8,2.0,14.0,-54.0,-52.0,-40.0
1424,1,1,10,D2,9,3.0,14.0,-25.0,-22.0,-11.0
1425,1,1,10,D2,10,3.0,15.0,-55.0,-52.0,-40.0
1426,1,1,10,D2,11,3.0,14.0,-20.0,-17.0,-6.0
1427,1,1,10,D2,12,3.0,14.0,-31.0,-28.0,-17.0
1428,1,1,10,D2,13,3.0,14.0,-31.0,-28.0,-17.0
1429,1,1,10,D2,14,3.0,13.0,-66.0,-63.0,-53.0
1430,1,1,10,D2,15,3.0,15.0,-49.0,-46.0,-34.0
1431,1,1,10,D2,16,3.0,15.0,-58.0,-55.0,-43.0
1432,1,1,10,D2,17,3.0,15.0,-8.0,-5.0,7.0
1433,1,1,10,D2,18,3.0,13.0,11.0,14.0,24.0
1434,1,1,10,D2,19,3.0,15.0,-11.0,-8.0,4.0
1435,1,1,11,D2,0,3.0,15.0,15.0,18.0,30.0
1436,1,1,11,D2,1,3.0,15.0,-7.0,-4.0,8.0
1437,1,1,11,D2,2,3.0,16.0,-36.0,-33.0,-20.0
1438,1,1,11,D2,3,2.0,13.0,-63.0,-61.0,-50.0
1439,1,1,11,D2,4,3.0,13.0,-91.0,-88.0,-78.0
1440,1,1,11,D2,5,3.0,13.0,-33.0,-30.0,-20.0
1441,1,1,11,D2,6,3.0,15.0,-23.0,-20.0,-8.0
1442,1,1,11,D2,7,3.0,15.0,-19.0,-16.0,-4.0
1443,1,1,11,D2,8,3.0,15.0,-3.0,0.0,12.0
1444,1,1,11,D2,9,2.0,15.0,-0.0,2.0,15.0
1445,1,1,11,D2,10,3.0,15.0,-5.0,-2.0,10.0
1446,1,1,11,D2,11,2.0,15.0,-9.0,-7.0,6.0
1447,1,1,11,D2,12,3.0,15.0,-5.0,-2.0,10.0
1448,1,1,11,D2,13,3.0,16.0,-33.0,-30.0,-17.0
1449,1,1,11,D2,14,3.0,14.0,-10.0,-7.0,4.0
1450,1,1,11,D2,15,4.0,14.0,-20.0,-16.0,-6.0
1451,1,1,11,D2,16,3.0,14.0,-20.0,-17.0,-6.0
1452,1,1,11,D2,17,3.0,13.0,-32.0,-29.0,-19.0
1453,1,1,11,D2,18,3.0,14.0,-32.0,-29.0,-18.0
1454,1,1,11,D2,19,3.0,15.0,-45.0,-42.0,-30.0
1455,1,1,12,D1,1,3.0,15.0,8.0,11.0,23.0
1456,1,1,12,D1,2,2.0,13.0,32.0,34.0,45.0
1457,1,1,12,D1,3,3.0,14.0,2.0,5.0,16.0
1458,1,1,12,D1,4,3.0,14.0,-54.0,-51.0,-40.0
1459,1,1,12,D1,5,3.0,15.0,-16.0,-13.0,-1.0
1460,1,1,12,D1,6,3.0,14.0,34.0,37.0,48.0
1461,1,1,12,D1,7,2.0,16.0,20.0,22.0,36.0
1462,1,1,12,D1,8,2.0,15.0,8.0,10.0,23.0
1463,1,1,12,D1,9,3.0,16.0,9.0,12.0,25.0
1464,1,1,12,D1,10,3.0,15.0,35.0,38.0,50.0
1465,1,1,12,D1,11,2.0,15.0,13.0,15.0,28.0
1466,1,1,12,D1,12,2.0,16.0,-3.0,-1.0,13.0
1467,1,1,12,D1,13,3.0,17.0,-12.0,-9.0,5.0
1468,1,1,12,D1,14,2.0,15.0,25.0,27.0,40.0
1469,1,1,12,D1,15,2.0,15.0,19.0,21.0,34.0
1470,1,1,12,D1,16,2.0,15.0,-16.0,-14.0,-1.0
1471,1,1,12,D1,17,2.0,15.0,-12.0,-10.0,3.0
1472,1,1,12,D1,18,3.0,14.0,-24.0,-21.0,-10.0
1473,1,1,12,D1,19,3.0,14.0,-50.0,-47.0,-36.0
1474,1,2,0,D2,0,3.0,16.0,19.0,22.0,35.0
1475,1,2,0,D2,1,2.0,17.0,9.0,11.0,26.0
1476,1,2,0,D2,4,2.0,16.0,-3.0,-1.0,13.0
1477,1,2,0,D2,5,2.0,15.0,5.0,7.0,20.0
1478,1,2,0,D2,6,3.0,15.0,-0.0,3.0,15.0
1479,1,2,0,D2,7,3.0,14.0,5.0,8.0,19.0
1480,1,2,0,D2,8,3.0,16.0,3.0,6.0,19.0
1481,1,2,0,D2,9,3.0,13.0,9.0,12.0,22.0
1482,1,2,0,D2,10,2.0,12.0,5.0,7.0,17.0
1483,1,2,0,D2,11,3.0,14.0,-2.0,1.0,12.0
1484,1,2,0,D2,12,3.0,13.0,10.0,13.0,23.0
1485,1,2,0,D2,13,3.0,13.0,20.0,23.0,33.0
1486,1,2,0,D2,14,3.0,13.0,12.0,15.0,25.0
1487,1,2,0,D2,15,3.0,14.0,6.0,9.0,20.0
1488,1,2,0,D2,16,3.0,13.0,21.0,24.0,34.0
1489,1,2,0,D2,17,3.0,13.0,-1.0,2.0,12.0
1490,1,2,0,D2,18,2.0,13.0,-10.0,-8.0,3.0
1491,1,2,0,D2,19,3.0,13.0,-7.0,-4.0,6.0
1492,1,2,1,D1,0,3.0,14.0,29.0,32.0,43.0
1493,1,2,1,D1,2,4.0,16.0,-43.0,-39.0,-27.0
1494,1,2,1,D1,3,3.0,14.0,-69.0,-66.0,-55.0
1495,1,2,1,D1,4,3.0,13.0,-57.0,-54.0,-44.0
1496,1,2,1,D1,5,3.0,16.0,-5.0,-2.0,11.0
1497,1,2,1,D1,6,2.0,14.0,-12.0,-10.0,2.0
1498,1,2,1,D1,7,2.0,17.0,-28.0,-26.0,-11.0
1499,1,2,1,D1,8,2.0,15.0,-67.0,-65.0,-52.0
1500,1,2,1,D1,9,3.0,14.0,9.0,12.0,23.0
1501,1,2,1,D1,10,3.0,16.0,4.0,7.0,20.0
1502,1,2,1,D1,11,3.0,18.0,-4.0,-1.0,14.0
1503,1,2,1,D1,12,3.0,16.0,-18.0,-15.0,-2.0
1504,1,2,1,D1,13,2.0,17.0,-11.0,-9.0,6.0
1505,1,2,1,D1,14,3.0,17.0,-17.0,-14.0,0.0
1506,1,2,1,D1,15,3.0,15.0,22.0,25.0,37.0
1507,1,2,1,D1,16,3.0,17.0,-8.0,-5.0,9.0
1508,1,2,1,D1,17,2.0,15.0,-56.0,-54.0,-41.0
1509,1,2,1,D1,18,2.0,16.0,-9.0,-7.0,7.0
1510,1,2,1,D1,19,3.0,15.0,-9.0,-6.0,6.0
1511,1,2,2,D2,0,3.0,16.0,-18.0,-15.0,-2.0
1512,1,2,2,D2,1,3.0,16.0,-66.0,-63.0,-50.0
1513,1,2,2,D2,2,3.0,16.0,-11.0,-8.0,5.0
1514,1,2,2,D2,3,2.0,14.0,-80.0,-78.0,-66.0
1515,1,2,2,D2,4,3.0,15.0,15.0,18.0,30.0
1516,1,2,2,D2,5,3.0,15.0,-29.0,-26.0,-14.0
1517,1,2,2,D2,6,3.0,15.0,-57.0,-54.0,-42.0
1518,1,2,2,D2,7,2.0,15.0,-68.0,-66.0,-53.0
1519,1,2,2,D2,8,3.0,14.0,-56.0,-53.0,-42.0
1520,1,2,2,D2,9,2.0,15.0,-27.0,-25.0,-12.0
1521,1,2,2,D2,10,3.0,14.0,-53.0,-50.0,-39.0
1522,1,2,2,D2,11,3.0,17.0,-29.0,-26.0,-12.0
1523,1,2,2,D2,12,2.0,17.0,-96.0,-94.0,-79.0
1524,1,2,2,D2,13,2.0,17.0,-57.0,-55.0,-40.0
1525,1,2,2,D2,14,3.0,18.0,-91.0,-88.0,-73.0
1526,1,2,2,D2,15,2.0,16.0,-74.0,-72.0,-58.0
1527,1,2,2,D2,16,2.0,12.0,11.0,13.0,23.0
1528,1,2,2,D2,18,2.0,17.0,-10.0,-8.0,7.0
1529,1,2,3,D2,0,3.0,18.0,23.0,26.0,41.0
1530,1,2,3,D2,1,3.0,16.0,4.0,7.0,20.0
1531,1,2,3,D2,2,4.0,16.0,16.0,20.0,32.0
1532,1,2,3,D2,3,4.0,16.0,16.0,20.0,32.0
1533,1,2,3,D2,4,3.0,16.0,3.0,6.0,19.0
1534,1,2,3,D2,5,3.0,16.0,-27.0,-24.0,-11.0
1535,1,2,3,D2,6,3.0,15.0,1.0,4.0,16.0
1536,1,2,3,D2,7,3.0,14.0,13.0,16.0,27.0
