,Subjs,Block,Trial,Cond,tap,p1,p2,Asyns_c,Asyns_p1,Asyns_p2
740,0,3,0,D2,5,4.0,19.0,-14.0,-10.0,5.0
741,0,3,0,D2,6,3.0,18.0,-21.0,-18.0,-3.0
742,0,3,0,D2,7,3.0,18.0,28.0,31.0,46.0
743,0,3,0,D2,8,3.0,19.0,11.0,14.0,30.0
744,0,3,0,D2,9,3.0,19.0,8.0,11.0,27.0
745,0,3,0,D2,10,3.0,19.0,-31.0,-28.0,-12.0
746,0,3,0,D2,11,3.0,21.0,57.0,60.0,78.0
747,0,3,0,D2,16,2.0,19.0,18.0,20.0,37.0
748,0,3,0,D2,17,3.0,19.0,24.0,27.0,43.0
749,0,3,0,D2,18,3.0,20.0,-13.0,-10.0,7.0
750,0,3,0,D2,19,3.0,19.0,-7.0,-4.0,12.0
751,0,3,0,D2,20,3.0,18.0,-15.0,-12.0,3.0
752,0,3,0,D2,21,2.0,19.0,-3.0,-1.0,16.0
753,0,3,1,D2,3,3.0,20.0,30.0,33.0,50.0
754,0,3,1,D2,4,3.0,18.0,-28.0,-25.0,-10.0
755,0,3,1,D2,5,2.0,19.0,-44.0,-42.0,-25.0
756,0,3,1,D2,6,3.0,21.0,-19.0,-16.0,2.0
757,0,3,1,D2,7,2.0,19.0,-13.0,-11.0,6.0
758,0,3,1,D2,8,2.0,21.0,-27.0,-25.0,-6.0
759,0,3,1,D2,9,2.0,20.0,-46.0,-44.0,-26.0
760,0,3,1,D2,10,2.0,20.0,-24.0,-22.0,-4.0
761,0,3,1,D2,11,3.0,18.0,-12.0,-9.0,6.0
762,0,3,1,D2,12,2.0,21.0,-75.0,-73.0,-54.0
763,0,3,1,D2,13,2.0,19.0,39.0,41.0,58.0
764,0,3,1,D2,14,2.0,21.0,31.0,33.0,52.0
765,0,3,1,D2,15,3.0,21.0,18.0,21.0,39.0
766,0,3,1,D2,16,2.0,17.0,10.0,12.0,27.0
767,0,3,1,D2,17,3.0,20.0,31.0,34.0,51.0
768,0,3,1,D2,18,3.0,20.0,-8.0,-5.0,12.0
769,0,3,1,D2,19,2.0,20.0,-32.0,-30.0,-12.0
770,0,3,1,D2,20,2.0,20.0,-19.0,-17.0,1.0
771,0,3,2,D1,0,3.0,17.0,-0.0,3.0,17.0
772,0,3,2,D1,1,2.0,18.0,8.0,10.0,26.0
773,0,3,2,D1,2,3.0,19.0,19.0,22.0,38.0
774,0,3,2,D1,3,3.0,21.0,32.0,35.0,53.0
775,0,3,2,D1,4,2.0,20.0,51.0,53.0,71.0
776,0,3,2,D1,5,2.0,20.0,69.0,71.0,89.0
777,0,3,2,D1,6,2.0,20.0,19.0,21.0,39.0
778,0,3,2,D1,7,3.0,19.0,-15.0,-12.0,4.0
779,0,3,2,D1,8,2.0,17.0,-10.0,-8.0,7.0
780,0,3,2,D1,9,3.0,20.0,-25.0,-22.0,-5.0
781,0,3,2,D1,10,3.0,18.0,5.0,8.0,23.0
782,0,3,2,D1,11,3.0,19.0,26.0,29.0,45.0
783,0,3,2,D1,12,3.0,18.0,-7.0,-4.0,11.0
784,0,3,2,D1,13,3.0,18.0,-10.0,-7.0,8.0
785,0,3,2,D1,14,2.0,18.0,-17.0,-15.0,1.0
786,0,3,2,D1,15,3.0,18.0,-54.0,-51.0,-36.0
787,0,3,2,D1,16,3.0,20.0,-46.0,-43.0,-26.0
788,0,3,2,D1,17,2.0,20.0,-29.0,-27.0,-9.0
789,0,3,2,D1,18,3.0,19.0,5.0,8.0,24.0
790,0,3,2,D1,19,2.0,19.0,2.0,4.0,21.0
791,0,3,3,D1,0,3.0,22.0,16.0,19.0,38.0
792,0,3,3,D1,1,3.0,21.0,11.0,14.0,32.0
793,0,3,3,D1,2,3.0,20.0,1.0,4.0,21.0
794,0,3,3,D1,3,2.0,20.0,5.0,7.0,25.0
795,0,3,3,D1,4,2.0,19.0,7.0,9.0,26.0
796,0,3,3,D1,5,2.0,22.0,-3.0,-1.0,19.0
797,0,3,3,D1,6,2.0,22.0,5.0,7.0,27.0
798,0,3,3,D1,7,2.0,22.0,-6.0,-4.0,16.0
799,0,3,3,D1,8,3.0,22.0,-9.0,-6.0,13.0
800,0,3,3,D1,9,3.0,22.0,-23.0,-20.0,-1.0
801,0,3,3,D1,10,3.0,23.0,-24.0,-21.0,-1.0
802,0,3,3,D1,11,3.0,23.0,-7.0,-4.0,16.0
803,0,3,3,D1,12,2.0,21.0,4.0,6.0,25.0
804,0,3,3,D1,13,3.0,22.0,-8.0,-5.0,14.0
805,0,3,3,D1,14,3.0,23.0,7.0,10.0,30.0
806,0,3,3,D1,15,3.0,19.0,27.0,30.0,46.0
807,0,3,3,D1,16,3.0,19.0,6.0,9.0,25.0
808,0,3,3,D1,17,2.0,19.0,6.0,8.0,25.0
809,0,3,3,D1,18,4.0,21.0,-8.0,-4.0,13.0
810,0,3,3,D1,19,3.0,22.0,-3.0,0.0,19.0
811,0,3,4,D1,0,3.0,22.0,6.0,9.0,28.0
812,0,3,4,D1,1,3.0,21.0,-10.0,-7.0,11.0
813,0,3,4,D1,2,2.0,20.0,-6.0,-4.0,14.0
814,0,3,4,D1,3,3.0,21.0,33.0,36.0,54.0
815,0,3,4,D1,4,2.0,21.0,-5.0,-3.0,16.0
816,0,3,4,D1,5,2.0,21.0,-7.0,-5.0,14.0
817,0,3,4,D1,6,3.0,21.0,-9.0,-6.0,12.0
818,0,3,4,D1,7,2.0,22.0,-44.0,-42.0,-22.0
819,0,3,4,D1,8,2.0,21.0,-36.0,-34.0,-15.0
820,0,3,4,D1,9,2.0,22.0,-20.0,-18.0,2.0
821,0,3,4,D1,10,3.0,23.0,-21.0,-18.0,2.0
822,0,3,4,D1,11,3.0,19.0,-25.0,-22.0,-6.0
823,0,3,4,D1,12,2.0,19.0,-26.0,-24.0,-7.0
824,0,3,4,D1,13,3.0,21.0,-23.0,-20.0,-2.0
825,0,3,4,D1,14,3.0,21.0,-13.0,-10.0,8.0
826,0,3,4,D1,15,3.0,21.0,-2.0,1.0,19.0
827,0,3,4,D1,16,3.0,22.0,15.0,18.0,37.0
828,0,3,4,D1,17,3.0,19.0,-13.0,-10.0,6.0
829,0,3,4,D1,18,2.0,19.0,-38.0,-36.0,-19.0
830,0,3,4,D1,19,3.0,19.0,-25.0,-22.0,-6.0
831,0,3,5,D2,0,1.0,19.0,-2.0,-1.0,17.0
832,0,3,5,D2,1,2.0,20.0,-50.0,-48.0,-30.0
833,0,3,5,D2,2,2.0,20.0,-42.0,-40.0,-22.0
834,0,3,5,D2,3,3.0,20.0,-54.0,-51.0,-34.0
835,0,3,5,D2,4,2.0,19.0,-33.0,-31.0,-14.0
836,0,3,5,D2,5,3.0,22.0,-23.0,-20.0,-1.0
837,0,3,5,D2,6,2.0,21.0,27.0,29.0,48.0
838,0,3,5,D2,7,2.0,22.0,1.0,3.0,23.0
839,0,3,5,D2,8,2.0,22.0,-20.0,-18.0,2.0
840,0,3,5,D2,9,3.0,22.0,-74.0,-71.0,-52.0
841,0,3,5,D2,10,2.0,20.0,-15.0,-13.0,5.0
842,0,3,5,D2,11,2.0,22.0,-2.0,0.0,20.0
843,0,3,5,D2,12,2.0,21.0,-9.0,-7.0,12.0
844,0,3,5,D2,13,2.0,21.0,-2.0,0.0,19.0
845,0,3,5,D2,14,2.0,21.0,-9.0,-7.0,12.0
846,0,3,5,D2,15,3.0,21.0,9.0,12.0,30.0
847,0,3,5,D2,16,3.0,21.0,-39.0,-36.0,-18.0
848,0,3,5,D2,17,2.0,21.0,-28.0,-26.0,-7.0
849,0,3,5,D2,18,2.0,21.0,-9.0,-7.0,12.0
850,0,3,5,D2,19,2.0,21.0,-11.0,-9.0,10.0
851,0,3,6,D2,0,2.0,23.0,46.0,48.0,69.0
852,0,3,6,D2,2,2.0,22.0,-31.0,-29.0,-9.0
853,0,3,6,D2,3,2.0,22.0,-23.0,-21.0,-1.0
854,0,3,6,D2,4,3.0,23.0,31.0,34.0,54.0
855,0,3,6,D2,5,2.0,22.0,11.0,13.0,33.0
856,0,3,6,D2,6,2.0,22.0,-5.0,-3.0,17.0
857,0,3,6,D2,7,3.0,14.0,-8.0,-5.0,6.0
858,0,3,6,D2,8,2.0,24.0,-24.0,-22.0,0.0
859,0,3,6,D2,9,2.0,11.0,-44.0,-42.0,-33.0
860,0,3,6,D2,10,2.0,21.0,-10.0,-8.0,11.0
861,0,3,6,D2,11,2.0,21.0,-25.0,-23.0,-4.0
862,0,3,6,D2,12,3.0,21.0,28.0,31.0,49.0
863,0,3,6,D2,13,2.0,23.0,-36.0,-34.0,-13.0
864,0,3,6,D2,14,3.0,22.0,-18.0,-15.0,4.0
865,0,3,6,D2,15,2.0,14.0,-48.0,-46.0,-34.0
866,0,3,7,D2,0,19.0,25.0,13.0,32.0,38.0
867,0,3,7,D2,1,2.0,22.0,-21.0,-19.0,1.0
868,0,3,7,D2,2,2.0,22.0,-32.0,-30.0,-10.0
869,0,3,7,D2,3,2.0,20.0,8.0,10.0,28.0
870,0,3,7,D2,4,2.0,22.0,-9.0,-7.0,13.0
871,0,3,7,D2,5,2.0,24.0,-24.0,-22.0,0.0
872,0,3,7,D2,6,2.0,26.0,20.0,22.0,46.0
873,0,3,7,D2,7,3.0,14.0,-4.0,-1.0,10.0
874,0,3,7,D2,8,3.0,22.0,-37.0,-34.0,-15.0
875,0,3,7,D2,9,3.0,23.0,-7.0,-4.0,16.0
876,0,3,7,D2,10,2.0,23.0,-14.0,-12.0,9.0
877,0,3,7,D2,11,2.0,20.0,44.0,46.0,64.0
878,0,3,7,D2,12,2.0,23.0,10.0,12.0,33.0
879,0,3,7,D2,13,3.0,22.0,-13.0,-10.0,9.0
880,0,3,7,D2,14,3.0,21.0,-20.0,-17.0,1.0
881,0,3,7,D2,15,2.0,20.0,24.0,26.0,44.0
882,0,3,7,D2,16,3.0,21.0,-18.0,-15.0,3.0
883,0,3,7,D2,17,2.0,21.0,-4.0,-2.0,17.0
884,0,3,8,D1,0,3.0,20.0,15.0,18.0,35.0
885,0,3,8,D1,1,3.0,22.0,37.0,40.0,59.0
886,0,3,8,D1,2,4.0,22.0,16.0,20.0,38.0
887,0,3,8,D1,3,3.0,21.0,-0.0,3.0,21.0
888,0,3,8,D1,4,2.0,20.0,8.0,10.0,28.0
889,0,3,8,D1,5,2.0,20.0,17.0,19.0,37.0
890,0,3,8,D1,6,3.0,19.0,16.0,19.0,35.0
891,0,3,8,D1,7,3.0,20.0,15.0,18.0,35.0
892,0,3,8,D1,8,3.0,21.0,-6.0,-3.0,15.0
893,0,3,8,D1,9,2.0,19.0,7.0,9.0,26.0
894,0,3,8,D1,10,3.0,19.0,17.0,20.0,36.0
895,0,3,8,D1,11,3.0,19.0,13.0,16.0,32.0
896,0,3,8,D1,12,3.0,18.0,-13.0,-10.0,5.0
897,0,3,8,D1,13,3.0,20.0,-23.0,-20.0,-3.0
898,0,3,8,D1,14,3.0,22.0,-7.0,-4.0,15.0
899,0,3,8,D1,15,3.0,20.0,-23.0,-20.0,-3.0
900,0,3,8,D1,16,3.0,18.0,-9.0,-6.0,9.0
901,0,3,8,D1,17,3.0,20.0,11.0,14.0,31.0
902,0,3,8,D1,18,4.0,22.0,36.0,40.0,58.0
903,0,3,8,D1,19,3.0,21.0,43.0,46.0,64.0
904,0,3,9,D1,0,3.0,20.0,33.0,36.0,53.0
905,0,3,9,D1,1,3.0,21.0,6.0,9.0,27.0
906,0,3,9,D1,2,3.0,17.0,10.0,13.0,27.0
907,0,3,9,D1,3,3.0,19.0,18.0,21.0,37.0
908,0,3,9,D1,4,3.0,19.0,-5.0,-2.0,14.0
909,0,3,9,D1,5,2.0,20.0,-4.0,-2.0,16.0
910,0,3,9,D1,6,4.0,21.0,-27.0,-23.0,-6.0
911,0,3,9,D1,7,2.0,18.0,-7.0,-5.0,11.0
912,0,3,9,D1,8,3.0,20.0,-29.0,-26.0,-9.0
913,0,3,9,D1,9,3.0,20.0,-36.0,-33.0,-16.0
914,0,3,9,D1,10,4.0,22.0,-57.0,-53.0,-35.0
915,0,3,9,D1,11,2.0,18.0,-9.0,-7.0,9.0
916,0,3,9,D1,12,3.0,21.0,-20.0,-17.0,1.0
917,0,3,9,D1,13,2.0,17.0,-6.0,-4.0,11.0
918,0,3,9,D1,14,3.0,32.0,-40.0,-37.0,-8.0
919,0,3,9,D1,15,3.0,17.0,-30.0,-27.0,-13.0
920,0,3,9,D1,16,2.0,20.0,-26.0,-24.0,-6.0
921,0,3,9,D1,17,2.0,16.0,24.0,26.0,40.0
922,0,3,9,D1,18,3.0,19.0,28.0,31.0,47.0
923,0,3,10,D2,0,3.0,24.0,1.0,4.0,25.0
924,0,3,10,D2,1,2.0,22.0,-38.0,-36.0,-16.0
925,0,3,10,D2,2,2.0,20.0,-2.0,0.0,18.0
926,0,3,10,D2,3,2.0,22.0,19.0,21.0,41.0
927,0,3,10,D2,4,2.0,23.0,20.0,22.0,43.0
928,0,3,10,D2,5,3.0,22.0,-12.0,-9.0,10.0
929,0,3,10,D2,6,3.0,24.0,-34.0,-31.0,-10.0
930,0,3,10,D2,7,3.0,22.0,-27.0,-24.0,-5.0
931,0,3,10,D2,8,3.0,20.0,2.0,5.0,22.0
932,0,3,10,D2,9,3.0,22.0,35.0,38.0,57.0
933,0,3,10,D2,10,3.0,21.0,-8.0,-5.0,13.0
934,0,3,10,D2,11,3.0,20.0,-39.0,-36.0,-19.0
935,0,3,10,D2,12,2.0,25.0,-4.0,-2.0,21.0
936,0,3,10,D2,13,2.0,13.0,-14.0,-12.0,-1.0
937,0,3,10,D2,14,3.0,22.0,-41.0,-38.0,-19.0
938,0,3,10,D2,15,3.0,20.0,-32.0,-29.0,-12.0
939,0,3,10,D2,16,3.0,22.0,-55.0,-52.0,-33.0
940,0,3,10,D2,17,2.0,19.0,-23.0,-21.0,-4.0
941,0,3,10,D2,18,2.0,24.0,-44.0,-42.0,-20.0
942,0,3,10,D2,19,3.0,20.0,-39.0,-36.0,-19.0
943,0,3,11,D1,0,6.0,77.0,-25.0,-19.0,52.0
944,0,3,11,D1,1,3.0,20.0,-26.0,-23.0,-6.0
945,0,3,11,D1,2,3.0,21.0,-5.0,-2.0,16.0
946,0,3,11,D1,3,2.0,22.0,-2.0,0.0,20.0
947,0,3,11,D1,4,3.0,22.0,8.0,11.0,30.0
948,0,3,11,D1,5,3.0,22.0,18.0,21.0,40.0
949,0,3,11,D1,6,2.0,24.0,-14.0,-12.0,10.0
950,0,3,11,D1,7,3.0,22.0,-23.0,-20.0,-1.0
951,0,3,11,D1,8,2.0,21.0,-7.0,-5.0,14.0
952,0,3,11,D1,9,3.0,21.0,-28.0,-25.0,-7.0
953,0,3,11,D1,10,2.0,23.0,5.0,7.0,28.0
954,0,3,11,D1,11,2.0,22.0,9.0,11.0,31.0
955,0,3,11,D1,12,3.0,22.0,10.0,13.0,32.0
956,0,3,11,D1,13,3.0,20.0,32.0,35.0,52.0
957,0,3,11,D1,14,3.0,24.0,9.0,12.0,33.0
958,0,3,11,D1,15,3.0,21.0,-8.0,-5.0,13.0
959,0,3,11,D1,16,3.0,22.0,-29.0,-26.0,-7.0
960,0,3,11,D1,17,3.0,21.0,-11.0,-8.0,10.0
961,0,3,11,D1,18,3.0,20.0,-22.0,-19.0,-2.0
962,0,3,12,D2,0,3.0,21.0,-12.0,-9.0,9.0
963,0,3,12,D2,1,2.0,25.0,-27.0,-25.0,-2.0
964,0,3,12,D2,2,2.0,23.0,-24.0,-22.0,-1.0
965,0,3,12,D2,3,2.0,25.0,-21.0,-19.0,4.0
966,0,3,12,D2,4,2.0,23.0,-3.0,-1.0,20.0
967,0,3,12,D2,6,2.0,22.0,19.0,21.0,41.0
968,0,3,12,D2,7,2.0,21.0,-2.0,0.0,19.0
969,0,3,12,D2,8,2.0,21.0,-15.0,-13.0,6.0
970,0,3,12,D2,9,3.0,19.0,31.0,34.0,50.0
971,0,3,12,D2,10,3.0,21.0,49.0,52.0,70.0
972,0,3,12,D2,11,3.0,23.0,37.0,40.0,60.0
973,0,3,12,D2,12,2.0,21.0,-5.0,-3.0,16.0
974,0,3,12,D2,13,3.0,21.0,-32.0,-29.0,-11.0
975,0,3,12,D2,15,3.0,19.0,-19.0,-16.0,0.0
976,1,0,0,M2,0,3.0,23.0,-1.0,2.0,22.0
977,1,0,0,M2,1,4.0,21.0,-7.0,-3.0,14.0
978,1,0,0,M2,2,3.0,21.0,-22.0,-19.0,-1.0
979,1,0,0,M2,3,3.0,22.0,-18.0,-15.0,4.0
980,1,0,0,M2,4,2.0,26.0,-12.0,-10.0,14.0
981,1,0,0,M2,5,2.0,24.0,-7.0,-5.0,17.0
982,1,0,0,M2,6,3.0,24.0,10.0,13.0,34.0
983,1,0,0,M2,7,3.0,23.0,5.0,8.0,28.0
984,1,0,0,M2,8,3.0,22.0,4.0,7.0,26.0
985,1,0,0,M2,9,4.0,23.0,-0.0,4.0,23.0
986,1,0,0,M2,10,3.0,25.0,13.0,16.0,38.0
987,1,0,0,M2,11,2.0,25.0,27.0,29.0,52.0
988,1,0,0,M2,12,3.0,24.0,-0.0,3.0,24.0
989,1,0,0,M2,13,3.0,24.0,4.0,7.0,28.0
990,1,0,0,M2,14,3.0,27.0,-26.0,-23.0,1.0
991,1,0,0,M2,15,3.0,24.0,-19.0,-16.0,5.0
992,1,0,0,M2,16,3.0,24.0,-23.0,-20.0,1.0
993,1,0,0,M2,17,4.0,23.0,-43.0,-39.0,-20.0
994,1,0,0,M2,18,4.0,13.0,-57.0,-53.0,-44.0
995,1,0,1,M1,0,3.0,22.0,12.0,15.0,34.0
996,1,0,1,M1,1,3.0,22.0,25.0,28.0,47.0
997,1,0,1,M1,2,2.0,21.0,2.0,4.0,23.0
998,1,0,1,M1,3,3.0,23.0,3.0,6.0,26.0
999,1,0,1,M1,4,3.0,23.0,-0.0,3.0,23.0
1000,1,0,1,M1,5,3.0,25.0,-12.0,-9.0,13.0
1001,1,0,1,M1,6,3.0,27.0,-32.0,-29.0,-5.0
1002,1,0,1,M1,7,2.0,26.0,-24.0,-22.0,2.0
1003,1,0,1,M1,8,3.0,21.0,-30.0,-27.0,-9.0
1004,1,0,1,M1,9,3.0,22.0,6.0,9.0,28.0
1005,1,0,1,M1,10,3.0,24.0,32.0,35.0,56.0
1006,1,0,1,M1,11,3.0,12.0,8.0,11.0,20.0
1007,1,0,1,M1,12,3.0,22.0,-22.0,-19.0,0.0
1008,1,0,1,M1,13,3.0,21.0,-30.0,-27.0,-9.0
1009,1,0,1,M1,14,3.0,21.0,-25.0,-22.0,-4.0
1010,1,0,1,M1,15,3.0,15.0,-24.0,-21.0,-9.0
1011,1,0,1,M1,16,3.0,22.0,-35.0,-32.0,-13.0
1012,1,0,1,M1,17,3.0,24.0,-34.0,-31.0,-10.0
1013,1,0,1,M1,18,2.0,23.0,-2.0,0.0,21.0
1014,1,0,2,M2,0,9.0,75.0,-35.0,-26.0,40.0
1015,1,0,2,M2,1,2.0,27.0,-18.0,-16.0,9.0
1016,1,0,2,M2,2,3.0,27.0,-52.0,-49.0,-25.0
1017,1,0,2,M2,3,3.0,31.0,-40.0,-37.0,-9.0
1018,1,0,2,M2,4,12.0,23.0,-33.0,-21.0,-10.0
1019,1,0,2,M2,5,3.0,27.0,-54.0,-51.0,-27.0
1020,1,0,2,M2,6,2.0,25.0,-36.0,-34.0,-11.0
1021,1,0,2,M2,7,3.0,25.0,-14.0,-11.0,11.0
1022,1,0,2,M2,8,2.0,23.0,-50.0,-48.0,-27.0
1023,1,0,2,M2,9,3.0,24.0,-56.0,-53.0,-32.0
1024,1,0,2,M2,10,3.0,24.0,-55.0,-52.0,-31.0
1025,1,0,2,M2,11,3.0,23.0,-59.0,-56.0,-36.0
1026,1,0,2,M2,12,3.0,22.0,-59.0,-56.0,-37.0
1027,1,0,2,M2,13,3.0,23.0,-89.0,-86.0,-66.0
1028,1,0,2,M2,14,3.0,23.0,-71.0,-68.0,-48.0
1029,1,0,2,M2,15,3.0,23.0,-36.0,-33.0,-13.0
1030,1,0,2,M2,16,2.0,19.0,41.0,43.0,60.0
1031,1,0,2,M2,17,2.0,21.0,19.0,21.0,40.0
1032,1,0,2,M2,18,2.0,24.0,6.0,8.0,30.0
1033,1,0,3,M1,0,3.0,22.0,8.0,11.0,30.0
1034,1,0,3,M1,1,3.0,20.0,22.0,25.0,42.0
1035,1,0,3,M1,2,3.0,20.0,14.0,17.0,34.0
1036,1,0,3,M1,3,3.0,22.0,7.0,10.0,29.0
1037,1,0,3,M1,4,3.0,20.0,1.0,4.0,21.0
1038,1,0,3,M1,5,3.0,20.0,-4.0,-1.0,16.0
1039,1,0,3,M1,6,4.0,19.0,59.0,63.0,78.0
1040,1,0,3,M1,7,4.0,22.0,54.0,58.0,76.0
1041,1,0,3,M1,8,3.0,22.0,39.0,42.0,61.0
1042,1,0,3,M1,9,3.0,23.0,22.0,25.0,45.0
1043,1,0,3,M1,10,3.0,24.0,15.0,18.0,39.0
1044,1,0,3,M1,11,2.0,21.0,16.0,18.0,37.0
1045,1,0,3,M1,12,3.0,22.0,51.0,54.0,73.0
1046,1,0,3,M1,13,3.0,22.0,25.0,28.0,47.0
1047,1,0,3,M1,14,3.0,21.0,11.0,14.0,32.0
1048,1,0,3,M1,15,3.0,23.0,-13.0,-10.0,10.0
1049,1,0,3,M1,16,3.0,21.0,-7.0,-4.0,14.0
1050,1,0,3,M1,17,3.0,22.0,21.0,24.0,43.0
1051,1,0,3,M1,18,3.0,21.0,15.0,18.0,36.0
1052,1,0,3,M1,19,3.0,22.0,8.0,11.0,30.0
1053,1,0,4,M1,0,3.0,22.0,12.0,15.0,34.0
1054,1,0,4,M1,1,3.0,22.0,17.0,20.0,39.0
1055,1,0,4,M1,2,3.0,23.0,-3.0,0.0,20.0
1056,1,0,4,M1,3,3.0,22.0,7.0,10.0,29.0
1057,1,0,4,M1,4,3.0,20.0,9.0,12.0,29.0
1058,1,0,4,M1,5,3.0,22.0,3.0,6.0,25.0
1059,1,0,4,M1,6,3.0,24.0,18.0,21.0,42.0
1060,1,0,4,M1,7,5.0,14.0,-8.0,-3.0,6.0
1061,1,0,4,M1,8,3.0,26.0,-19.0,-16.0,7.0
1062,1,0,4,M1,9,2.0,26.0,21.0,23.0,47.0
1063,1,0,4,M1,10,2.0,14.0,14.0,16.0,28.0
1064,1,0,4,M1,11,3.0,25.0,10.0,13.0,35.0
1065,1,0,4,M1,12,3.0,24.0,30.0,33.0,54.0
1066,1,0,4,M1,13,3.0,15.0,73.0,76.0,88.0
1067,1,0,4,M1,14,3.0,23.0,32.0,35.0,55.0
1068,1,0,4,M1,15,2.0,23.0,32.0,34.0,55.0
1069,1,0,4,M1,16,3.0,23.0,18.0,21.0,41.0
1070,1,0,4,M1,17,3.0,25.0,34.0,37.0,59.0
1071,1,0,4,M1,18,2.0,22.0,22.0,24.0,44.0
1072,1,0,4,M1,19,3.0,23.0,28.0,31.0,51.0
1073,1,0,5,M1,0,2.0,27.0,22.0,24.0,49.0
1074,1,0,5,M1,1,2.0,26.0,22.0,24.0,48.0
1075,1,0,5,M1,2,3.0,22.0,45.0,48.0,67.0
1076,1,0,5,M1,3,3.0,23.0,-81.0,-78.0,-58.0
1077,1,0,5,M1,4,3.0,23.0,-19.0,-16.0,4.0
1078,1,0,5,M1,5,3.0,24.0,-9.0,-6.0,15.0
1079,1,0,5,M1,6,3.0,20.0,11.0,14.0,31.0
1080,1,0,5,M1,7,5.0,22.0,-49.0,-44.0,-27.0
1081,1,0,5,M1,8,3.0,23.0,-50.0,-47.0,-27.0
1082,1,0,5,M1,9,2.0,25.0,-65.0,-63.0,-40.0
1083,1,0,5,M1,10,3.0,24.0,-33.0,-30.0,-9.0
1084,1,0,5,M1,11,2.0,25.0,-3.0,-1.0,22.0
1085,1,0,5,M1,12,3.0,24.0,6.0,9.0,30.0
1086,1,0,5,M1,13,2.0,24.0,26.0,28.0,50.0
1087,1,0,5,M1,14,2.0,17.0,43.0,45.0,60.0
1088,1,0,5,M1,15,3.0,24.0,25.0,28.0,49.0
1089,1,0,5,M1,16,2.0,23.0,57.0,59.0,80.0
1090,1,0,6,M2,0,18.0,26.0,29.0,47.0,55.0
1091,1,0,6,M2,1,2.0,22.0,3.0,5.0,25.0
1092,1,0,6,M2,2,3.0,24.0,-4.0,-1.0,20.0
1093,1,0,6,M2,3,3.0,27.0,-13.0,-10.0,14.0
1094,1,0,6,M2,5,2.0,28.0,45.0,47.0,73.0
1095,1,0,6,M2,6,3.0,24.0,23.0,26.0,47.0
1096,1,0,6,M2,7,3.0,23.0,18.0,21.0,41.0
1097,1,0,6,M2,8,3.0,22.0,-9.0,-6.0,13.0
1098,1,0,6,M2,9,3.0,22.0,-41.0,-38.0,-19.0
1099,1,0,6,M2,10,3.0,25.0,3.0,6.0,28.0
1100,1,0,6,M2,11,2.0,26.0,-2.0,0.0,24.0
1101,1,0,6,M2,12,2.0,23.0,18.0,20.0,41.0
1102,1,0,6,M2,13,2.0,23.0,1.0,3.0,24.0
1103,1,0,6,M2,14,3.0,22.0,-8.0,-5.0,14.0
1104,1,0,6,M2,15,3.0,22.0,-4.0,-1.0,18.0
1105,1,0,6,M2,16,3.0,23.0,-21.0,-18.0,2.0
1106,1,0,6,M2,17,3.0,24.0,-25.0,-22.0,-1.0
1107,1,0,7,M2,0,11.0,25.0,-16.0,-5.0,9.0
1108,1,0,7,M2,1,2.0,24.0,21.0,23.0,45.0
1109,1,0,7,M2,2,2.0,24.0,12.0,14.0,36.0
1110,1,0,7,M2,3,3.0,22.0,-4.0,-1.0,18.0
1111,1,0,7,M2,4,2.0,20.0,-5.0,-3.0,15.0
1112,1,0,7,M2,5,2.0,21.0,3.0,5.0,24.0
1113,1,0,7,M2,6,3.0,23.0,11.0,14.0,34.0
1114,1,0,7,M2,7,3.0,22.0,20.0,23.0,42.0
1115,1,0,7,M2,8,3.0,20.0,35.0,38.0,55.0
1116,1,0,7,M2,9,3.0,20.0,30.0,33.0,50.0
1117,1,0,7,M2,10,2.0,20.0,4.0,6.0,24.0
1118,1,0,7,M2,11,3.0,19.0,-5.0,-2.0,14.0
1119,1,0,7,M2,12,3.0,20.0,24.0,27.0,44.0
1120,1,0,7,M2,13,2.0,22.0,24.0,26.0,46.0
1121,1,0,7,M2,14,2.0,21.0,23.0,25.0,44.0
1122,1,0,7,M2,15,3.0,23.0,46.0,49.0,69.0
1123,1,0,7,M2,16,3.0,22.0,26.0,29.0,48.0
1124,1,0,7,M2,17,2.0,21.0,-4.0,-2.0,17.0
1125,1,0,7,M2,18,2.0,23.0,-3.0,-1.0,20.0
1126,1,0,7,M2,19,3.0,22.0,20.0,23.0,42.0
1127,1,0,8,M2,0,3.0,22.0,8.0,11.0,30.0
1128,1,0,8,M2,1,3.0,20.0,22.0,25.0,42.0
1129,1,0,8,M2,2,3.0,20.0,14.0,17.0,34.0
1130,1,0,8,M2,3,3.0,22.0,7.0,10.0,29.0
1131,1,0,8,M2,4,3.0,20.0,1.0,4.0,21.0
1132,1,0,8,M2,5,3.0,20.0,-4.0,-1.0,16.0
1133,1,0,8,M2,6,4.0,19.0,59.0,63.0,78.0
1134,1,0,8,M2,7,4.0,22.0,54.0,58.0,76.0
1135,1,0,8,M2,8,3.0,22.0,39.0,42.0,61.0
1136,1,0,8,M2,9,3.0,23.0,22.0,25.0,45.0
1137,1,0,8,M2,10,3.0,24.0,15.0,18.0,39.0
1138,1,0,8,M2,11,2.0,21.0,16.0,18.0,37.0
1139,1,0,8,M2,12,3.0,22.0,51.0,54.0,73.0
1140,1,0,8,M2,13,3.0,22.0,25.0,28.0,47.0
1141,1,0,8,M2,14,3.0,21.0,11.0,14.0,32.0
