S 0 515466
R 0 515936
S 1 516132
R 1 516512
S 2 516798
R 2 517264
S 3 517464
R 3 517975
S 4 518130
R 4 518699
S 5 518796
R 5 519416
S 6 519462
R 6 520087
S 7 520128
R 7 520771
S 8 520794
R 8 521422
S 9 521460
R 9 522060
S 10 522126
R 10 522722
S 11 522792
R 11 523421
S 12 523458
R 12 524034
S 13 524124
R 13 524737
S 14 524790
R 14 525420
S 15 525456
S 16 526123
R 15 526742
S 17 526789
S 18 527455
S 19 528121
S 20 528787
R 16 528801
R 17 529405
S 21 529453
R 18 530091
S 22 530119
R 19 530722
S 23 530785
R 20 531343
S 24 531451
V 0 0
V 1 0
V 2 0
V 3 0
V 4 537
V 5 534
V 6 530
V 7 0
V 8 515
V 9 511
V 10 511
V 11 509
V 12 537
V 13 548
V 14 552
V 15 554
V 16 552
V 17 559
V 18 560
V 19 559
V 20 555
V 21 583
V 22 584
V 23 562
V 24 566
V 25 567
V 26 565
V 27 565
V 28 570
V 29 564
V 30 565
V 31 556
V 32 545
V 33 559
V 34 558
V 35 554
V 36 553
V 37 554
V 38 550
V 39 551
V 40 560
V 41 573
V 42 551
V 43 549
V 44 546
V 45 545
V 46 547
V 47 546
V 48 542
V 49 550
V 50 540
V 51 554
V 52 553
V 53 546
V 54 546
V 55 548
V 56 545
V 57 544
V 58 544
V 59 538
V 60 535
V 61 535
V 62 546
V 63 541
V 64 536
V 65 534
V 66 530
V 67 531
V 68 518
V 69 505
V 70 492
V 71 527
V 72 497
V 73 504
V 74 501
V 75 494
V 76 495
V 77 486
V 78 479
V 79 467
V 80 481
V 81 469
V 82 453
V 83 452
V 84 443
V 85 439
V 86 429
V 87 426
V 88 422
V 89 405
V 90 426
V 91 426
V 92 381
V 93 371
V 94 368
V 95 354
V 96 349
V 97 340
V 98 328
V 99 329
V 100 315
V 101 269
V 102 278
V 103 256
V 104 245
V 105 0
V 106 502
V 107 512
V 108 523
V 109 520
V 110 526
V 111 548
V 112 544
V 113 556
V 114 560
V 115 562
V 116 565
V 117 577
V 118 562
V 119 560
V 120 549
V 121 570
V 122 575
V 123 581
V 124 581
V 125 577
V 126 575
V 127 577
V 128 568
V 129 558
V 130 576
V 131 578
V 132 568
V 133 580
V 134 575
V 135 574
V 136 579
V 137 570
V 138 565
V 139 569
V 140 594
V 141 572
V 142 572
V 143 573
V 144 570
V 145 569
V 146 565
V 147 567
V 148 571
V 149 582
V 150 574
V 151 559
V 152 560
V 153 560
V 154 563
V 155 566
V 156 561
V 157 562
V 158 543
V 159 532
V 160 558
V 161 557
V 162 551
V 163 543
V 164 541
V 165 534
V 166 531
V 167 511
V 168 502
V 169 537
V 170 499
V 171 504
V 172 498
V 173 483
V 174 471
V 175 453
V 176 434
V 177 408
V 178 429
V 179 416
V 180 381
V 181 336
